NAME_CD	NAME	SOURCE_CD
CAJA2	grass sedge	SW
CALA12	long-toothed lake sedge	SW
CALA14	smooth-sheathed fox sedge	SW
CALA16	common lake sedge	SW
CALA18	weak-stemmed wood sedge	SW
CALA19	beech wood sedge	SW
CALA21	kingnut hickory	SW
CALAA	narrow-leaved wooly sedge	SW
CALE10	slender sedge	SW
CALE11	few-nerved wood sedge	SW
CALE6	dwarf bracted sedge	SW
CALI7	muck sedge	SW
CALO5	round-shouldered oval sedge	SW
CALOM	sand reed	SW
CALU3	nobbed hop sedge	SW
CALU4	common hop sedge	SW
CALU5	bottlebrush sedge	SW
CAMA15	Maryland senna	SW
CAME13	midland bracted sedge	SW
CAME2	Mead's stiff sedge	SW
CAMI2	small-fruited false flax	SW
CAMO11	field oval sedge	SW
CAMU23	great indian plantain	SW
CAMU4	sand bracted sedge	SW
CAMU9	swamp oval sedge	SW
CANE2	plains tussock sedge	SW
CANI4	wild sensitive plant	SW
CANO	spreading oval sedge	SW
CANU4	musk thistle	SW
CANU4	nodding thistle	SW
CAOC3	coffee senna	SW
CAOL2	few-fruited gray sedge	SW
CAOL3	running bog sedge	SW
CAOV2	shagbark hickory	SW
CAOV3	sweet pignut hickory	SW
CAPA	water arum	SW
CAPA19	few-flowered bog sedge	SW
CAPA5	marsh marigold	SW
CAPA52	common water starwort	SW
CAPAA2	small-flowered bitter cress	SW
CAPAN2	pale green sedge	SW
CAPE3	Pennsylvania bitter cress	SW
CAPE4	long-stalked hummock sedge	SW
CAPE42	broad-leaved woolly sedge	SW
CAPE6	common oak sedge	SW
CAPL	prairie indian plantain	SW
CAPL4	plaintain-leaved wood sedge	SW
CAPL5	broad-leaved wood sedge	SW
CAPR12	leek sedge	SW
CAPR5	expressway sedge	SW
LYCL	running ground pine	SW
LYCL2	white loosestrife	SW
LYCO	mullein pink	SW
CAPR9	loose-headed oval sedge	SW
CAPRP2	cuckoo flower	SW
CAPS	false bristly sedge	SW
CAPUE	whitetop	SW
CARA	European bellflower	SW
CARA2	trumpet creeper	SW
CARA8	straight-styled wood sedge	SW
CARE4	deflexed bottle-brush sedge	SW
CARH8	walking fern	SW
CARI	prairie hummock sedge	SW
CARO2	harebell	SW
CARO22	curly-styled wood sedge	SW
CARU5	wrinkle-seeded oak sedge	SW
CASA2	false flax	SW
CASA3	hemp	SW
CASA3	marijuana	SW
CASA8	running marsh sedge	SW
CASC11	lance-fruited oval sedge	SW
CASC13	rough sedge	SW
CASC5	wild hyacinth	SW
CASE5	downy yellow painted cup	SW
CASE6	star swamp sedge	SW
CASH2	Short's sedge	SW
CASI12	running savanna sedge	SW
CASP10	spiked bracted sedge	SW
CASP3	loose-headed bracted sedge	SW
CASP7	long-beaked sedge	SW
CASP8	hardy catalpa	SW
CASQ2	narrow-leaved cattail sedge	SW
CAST16	fen star sedge	SW
CAST5	common fox sedge	SW
CAST6	awned oval sedge	SW
CAST8	common tussock sedge	SW
CASTE5	spikerush	SW
CASU	sweet indian plantain	SW
CASU5	wedge-fruited oval sedge	SW
CASW	downy green sedge	SW
CATE3	narrow-leaved oval sedge	SW
CATE5	small-headed bog sedge	SW
CATE6	common stiff sedge	SW
CATE7	Texas bracted sedge	SW
CATEE	narrow-leaved oval sedge	SW
CATH2	blue cohosh	SW
CATI	safflower	SW
CATO10	smooth-fruited oak sedge	SW
CATO3	red-sheathed green sedge	SW
CATO4	beaked riverbank sedge	SW
CATO6	mockernut hickory	SW
CATO81	sickle senna	SW
CATR	clustered poppy mallow	SW
CATR10	three-seeded bog sedge	SW
CATR7	awl-fruited oval sedge	SW
CATR8	hairy-fruited sedge	SW
CATU2	bent-seeded hop sedge	SW
CATU5	grass pink	SW
CATY	common cattail sedge	SW
CAUL3	marsh bellflower	SW
CAUM4	early oak sedge	SW
CAUT	common yellow lake sedge	SW
CAVEM2	tufted lake sedge	SW
CAVI2	hierba del caballo	SW
CAVI4	slender green sedge	SW
CAVI5	green yellow sedge	SW
CAVU2	brown fox sedge	SW
CAWO2	Wood's stiff sedge	SW
CEAM	New Jersey tea	SW
CEAR3	cockscomb	SW
CEBR3	short-pedicelled chickweed	SW
CECA2	purple star thistle	SW
CECA4	redbud	SW
CECY2	bachelor's button	SW
CEDE4	hornwort	SW
CEDE4	coontail	SW
CEDI3	spreading star thistle	SW
CEEC2	spiny hornwort	SW
CEER5	common centaury	SW
CEHE	inland New Jersey tea	SW
CEJA	brown knapweed	SW
CELO3	sandbur	SW
CEMA4	spotted knapweed	SW
CEMO3	sweet sultan	SW
CENI2	black knapweed	SW
CENU2	nodding chickweed	SW
CEOC	hackberry	SW
CEOC2	buttonbush	SW
CEOR	oriental bittersweet	SW
CEPU3	showy centaury	SW
CEPU4	Curtis's mouse-ear chickweed	SW
CERE6	russian knapweed	SW
CESC	climbing bittersweet	SW
CESE4	small mouse-ear chickweed	SW
CETE	dwarf hackberry	SW
CETE5	bur buttercup	SW
CETO2	snow-in-summer	SW
CEVI3	clammy chickweed	SW
CEVO2	tyrol knapweed	SW
CEVU	mouse-ear chickweed	SW
CHAL7	lamb's quarters	SW
CHAM	mexican tea	SW
CHAM	american wormseed	SW
CHAM2	golden saxifrage	SW
CHBA6	costmary	SW
CHBA6	mint geranium	SW
CHBO	good King Henry	SW
CHBO2	Jerusalem oak	SW
CHBO2	feather  geranium	SW
CHCA15	golden aster	SW
CHCA4	strawberry blight	SW
CHCAA2	leatherleaf	SW
CHGL2	turtlehead	SW
CHGL3	oak-leaved goosefoot	SW
CHHYG2	maple-leaved goosefoot	SW
CHJU	skeleton weed	SW
CHLE4	narrow-leaved goosefoot	SW
CHLEP	ox-eye daisy	SW
CHMA2	celandine	SW
CHMA3	spotted wintergreen	SW
CHMU2	nettle-leaved goosefoot	SW
CHOBS	pink turtlehead	SW
CHPA33	feverfew	SW
CHPR	streambank chervil	SW
CHRU	red goosefoot	SW
CHST2	woodland goosefoot	SW
CHTE2	purple rocket	SW
CHUMC	prince's pine	SW
CHUMC	pipsissewa	SW
CHUR	city goosefoot	SW
CHVE2	windmill grass	SW
CIAL	small enchanter's nightshade	SW
CIAL2	tall thistle	SW
CIAR2	common wood reed	SW
CIAR4	field thistle	SW
CIAR4	Canada thistle	SW
CIBU	bulblet-bearing water hemlock	SW
CIDI	pasture thistle	SW
CIHI	prairie thistle	SW
CIIN	chicory	SW
CILA3	watermellon	SW
CILUC	enchanter's nightshade	SW
CIMA2	water hemlock	SW
CIMU	swamp thistle	SW
CIMU	fen thistle	SW
CIPI	dune thistle	SW
CIRA	false bugbane	SW
CIRA	black cohosh	SW
CIUN	wavy-leaved thistle	SW
CIVU	bull thistle	SW
CLBO3	bluebead	SW
CLBO3	bluebead lily	SW
CLHA	spider flower	SW
CLMA	twig rush	SW
CLPI	leather flower	SW
CLSE	Rocky Mountain bee plant	SW
CLTE4	sweet autumn clematis	SW
CLVI3	spring beauty	SW
CLVI5	virgin's bower	SW
COAC2	Peking cotoneaster	SW
COAL2	alternate-leaved dogwood	SW
COAL2	pagoda dogwood	SW
COAM	cancer root	SW
COAM3	American hazelnut	SW
COAR4	field bindweed	SW
COAU2	golden corydalis	SW
COBA2	golden wave	SW
COBI2	common cosmos	SW
COCA13	bunchberry	SW
COCA16	gray hair grass	SW
COCA4	richweed	SW
COCA4	stoneroot	SW
COCH2	hemlock parsley	SW
COCO10	European smoke tree	SW
COCO3	common day flower	SW
COCO6	beaked hazelnut	SW
COCOL	common day flower	SW
CODI6	wart cress	SW
CODR	rough-leaved dogwood	SW
COERA	narrow-leaved day flower	SW
COERD	narrow-leaved day flower	SW
COFL2	flowering dogwood	SW
COFL3	pale corydalis	SW
COGR5	large-flowered coreopsis	SW
COHY	bugseed	SW
COLA5	sand coreopsis	SW
COLI2	slender gilia	SW
COMA2	poison hemlock	SW
COMA4	spotted coral root	SW
COMA7	lily-of-the-valley	SW
COMI2	small-flowered corydalis	SW
COMOR	wallflower cabbage	SW
COMU10	many-flowered cotoneaster	SW
COMU4	obe-wan-conobea!	SW
COOB9	pale dogwood	SW
COOB9	blue-fruited dogwood	SW
COOB9	silky dogwood	SW
COOD	late coral root	SW
COOR	hare's ear mustard	SW
COPA10	prairie coreopsis	SW
COPE3	Japanese bindweed	SW
COPE80	sweet fern	SW
CORA6	gray dogwood	SW
CORU	round-leaved dogwood	SW
COSA	coriander	SW
COSE14	hedge bindweed	SW
COSE5	pink corydalis	SW
COSP6	low bindweed	SW
COST4	red-ossier dogwood	SW
COSU5	yellow cosmos	SW
COTI3	golden coreopsis	SW
COTR2	goldthread	SW
COTR4	tall coreopsis	SW
COTRV	early coral root	SW
COUM	false toadflax	SW
COVA2	crown vetch	SW
COVE2	blue-eyed Mary	SW
COWI2	spring coral root	SW
CRCA	sugar hawthorn	SW
CRCA3	hawk's beard	SW
CRCA6	hogwort	SW
CRCA6	woolly croton	SW
CRCA9	honewort	SW
CRCH	fireberry hawthorn	SW
CRCO	scarlet hawthorn	SW
CRCR2	cockspur hawthorn	SW
CRFL	large-seeded hawthorn	SW
CRGLS	sand croton	SW
CRIN3	biltmore hawthorn	SW
CRLI2	round-leaved woolly croton	SW
CRMO2	downy  hawthorn	SW
CRMO3	single-seeded hawthorn	SW
CRMO6	prairie tea	SW
CRPH	Washington hawthorn	SW
CRPR2	frosted hawthorn	SW
CRPU	dotted hawthorn	SW
CRSA4	rattlebox	SW
CRST2	slender cliff brake	SW
CRSU5	fleshy hawthorn	SW
CRTE3	narrow-leaved hawk's beard	SW
CUCA2	field dodder	SW
CUCE	buttonbush dodder	SW
CUCO2	compact dodder	SW
CUCO3	hazel dodder	SW
CUFO	Missouri gourd	SW
CUGL3	rope dodder	SW
CUGR	common dodder	SW
CUME	muskmelon	SW
CUPE3	prairie dodder	SW
CUPE4	waxweed	SW
CUPO	knotweed dodder	SW
CYAC2	short-pointed flat sedge	SW
CYAC3	moccasin flower	SW
CYAC3	stemless lady's slipper	SW
CYAT	winged pigweed	SW
CYBO	wild comfrey	SW
CYBU3	bulblet fern	SW
CYBU3	bladder fern	SW
CYCA5	white lady's slipper	SW
CYCAP	small yellow lady's slipper	SW
CYCAP2	large yellow ladys slipper	SW
CYDA	Bermuda grass	SW
CYDE2	toothed flat sedge	SW
CYDI3	umbrella flat sedge	SW
CYEN	false rusty flat sedge	SW
CYER2	red-rooted nut sedge	SW
CYES	field nut sedge	SW
CYFE4	rusty nut sedge	SW
CYFI2	slender sand sedge	SW
CYFLP	yellow flat sedge	SW
CYFRM	Mackay's fragile fern	SW
CYFRP2	fragile fern	SW
CYHO	smooth sand sedge	SW
CYIN9	awnede flat sedge	SW
CYME2	midland sand sedge	SW
CYMU	Kenilworth ivy	SW
CYNI	black swallow-wort	SW
CYOF	hound's tongue	SW
CYOV	globe nut sedge	SW
CYRE6	showy lady's slipper	SW
CYRI	brook nut sedge	SW
CYSC3	rough sand sedge	SW
CYST	long-scaled nut sedge	SW
DACA6	wild carrot	SW
DACA6	Queen Anne's lace	SW
DAEN	sailpod dalea	SW
DAGL	orchard grass	SW
DAIN5	angel's trumpet	SW
DALE3	foxtail dalea	SW
DASP2	poverty oat grass	SW
DAST	jimson weed	SW
DEAM2	rocket larkspur	SW
DECA7	showy tick trefoil	SW
DECA8	hoary tick trefoil	SW
DECAG2	tufted hair grass	SW
DECI	hairy tick trefoil	SW
DECO6	forking larkspur	SW
DEDI6	crinkleroot	SW
DEGL5	pointed tick trefoil	SW
DEIL	Illinois sensitive plant	SW
DEIL	Illlinois bundle flower	SW
DEIL2	Illinois tick trefoil	SW
DELA5	toothwort	SW
DELA5	pepper root	SW
DENU4	bare-stemmed tick trefoil	SW
DEPA6	panicled tick trefoil	SW
DEPIB2	tansy mustard	SW
DERI3	stiff tick trefoil	SW
DERO3	round-leaved tick trefoil	SW
DESE	sessile-leaved tick trefoil	SW
DESO2	flixweed	SW
DETR	dwarf larkspur	SW
DEVE	swamp loosestrife	SW
DIAC3	salt-meadow grass	SW
DIAM	beak grass	SW
DIAR	Deptford pink	SW
DIBA	sweet William	SW
DICA	squirrel corn	SW
DICU	Dutchman's breeches	SW
DIDE	maiden pink	SW
DIFI	slender crab grass	SW
DIIS	smooth crab grass	SW
DILA4	cut-leaved teasel	SW
DILO	dwarf honeysuckle	SW
DIMU2	wall rocket	SW
DIPA9	leatherwood	SW
DIPL	garden pink	SW
DISA	hairy crab grass	SW
DISAC	ciliate crab grass	SW
DIST3	salt grass	SW
DISY	common teasel	SW
DITE4	sand rocket	SW
DITES	buttonweed	SW
DIVI4	wild yam	SW
DOME	shooting star	SW
DRBR	short-fruited whitlow grass	SW
DRBR	short-fruited whitlow cress	SW
DRCE	log fern	SW
DRCL	Clinton's log fern	SW
DRCR4	crested wood fern	SW
DRDI3	oak fern	SW
DRFI2	male fern	SW
DRGO	goldie fern	SW
DRHE3	broad beech fern	SW
DRIN3	narrow-leaved sundew	SW
DRIN5	florist's wood fern	SW
DRMA4	marginal shield fern	SW
DRNO4	New York fern	SW
DRPA2	American dragonhead	SW
DRPH2	long beech fern	SW
DRRE2	ommon whitlow grass	SW
DRRE2	common whitlow cress	SW
DRRO	round-leaved sundew	SW
DRSP4	spinulose shield fern	SW
DRTHP	marsh shield fern	SW
DRVE2	vernal whitlow grass	SW
DRVE2	vernal whitlow cress	SW
DUAR3	three-way sedge	SW
DUIN	indian strawberry	SW
DYPA	fetid marigold	SW
ECCO2	jungle rice	SW
ECCR	barnyard grass	SW
ECLO	wild cucumber	SW
ECPA	purple coneflower	SW
ECPR	yerba de tajo	SW
ECPU	broad-leaved purple coneflower	SW
ECSP	globe thistle	SW
ECVU	viper's bugloss	SW
ECWA	salt-marsh cockspur grass	SW
ELAC	needle spike rush	SW
ELAN	Russian olive	SW
ELAR	Lyme grass	SW
ELCA4	Canada wild rye	SW
ELCA7	common waterweed	SW
ELCO2	flat-stemmed spike rush	SW
ELEL4	golden-seeded spike rush	SW
ELEN	Engelmann's spike rush	SW
ELEQ	horsetail spike rush	SW
ELER	red-rooted spike rush	SW
ELGE	knee spike rush	SW
ELIN	matted spike rush	SW
ELIN3	crowfoot grass	SW
ELIN3	yard grass	SW
ELME	black-fruited spike rush	SW
ELMIF	hair spike rush	SW
ELNU2	slender waterweed	SW
ELNY	aunt Lucy	SW
ELOB2	blunt spike rush	SW
ELOL	wrinkle-sheathed spike rush	SW
ELOV	oval spike rush	SW
ELPAF	matted spike rush	SW
ELPAM	great spike rush	SW
ELQUC	angled spike rush	SW
ELRI	riverbank wild rye	SW
ELRO	bog spike rush	SW
ELRO2	wicket spike rush	SW
ELSM	marsh spike rush	SW
ELTEV	slender spike rush	SW
ELUM	autumn olive	SW
ELVI	silky wild rye	SW
ELVI3	Virginia wild rye	SW
ELWO	Wolf's spike rush	SW
EPAN2	fireweed	SW
EPAN2	great willow herb	SW
EPCI	northern willow herb	SW
EPCO	cinnamon willow herb	SW
EPHE	helleborine orchid	SW
EPHI	hairy willow herb	SW
EPLE2	fen willow herb	SW
EPRE2	trailing arbutus	SW
EPST	downy willow herb	SW
EPVI2	beech drops	SW
EQAR	horsetail	SW
EQFE	Joliet horsetail	SW
EQFL	pipes	SW
EQHY	tall scouring rush	SW
EQLA	smooth scouring rush	SW
EQPA	marsh horsetail	SW
EQSC	dwarf scouring rush	SW
EQSY	wood horsetail	SW
EQVA	small scouring rush	SW
ERAL9	white trout lily	SW
ERAL9	white adder's tongue	SW
ERAL9	white dog-tooth violet	SW
ERAM5	yellow trout lily	SW
ERAM5	yellow adder's tongue	SW
ERAM5	yellow dog-tooth violet	SW
ERAN	annual fleabane	SW
ERAN4	annual wild buckwheat	SW
ERAN6	narrow-leaved cotton grass	SW
ERAR26	western wallflower	SW
ERBU	harbinger of spring	SW
ERBU	pepper and salt	SW
ERCA	lace grass	SW
ERCA20	horseweed	SW
ERCH9	wormseed mustard	SW
ERCI	stink grass	SW
ERCI6	storksbill	SW
ERCO8	prairie cup grass	SW
ERDI12	dwarf fleabane	SW
ERFR	sandbar love grass	SW
ERGA	dog mustard	SW
ERGA	rocket weed	SW
ERGR8	slender cotton grass	SW
ERHI2	fireweed	SW
ERHI8	hawkweed mustard	SW
ERHY	creeping love grass	SW
ERIN7	small wormseed mustard	SW
ERME	Mexican love grass	SW
ERPE	small love grass	SW
ERPH	marsh fleabane	SW
ERPO9	low love grass	SW
ERPU	Robin's plantain	SW
ERRA	plume grass	SW
ERRE4	treacle mustard	SW
ERSE4	pipewort	SW
ERSP	purple love grass	SW
ERSP8	dense cotton grass	SW
ERST3	daisy fleabane	SW
ERTR3	tall love grass	SW
ERVI3	Chinese cup grass	SW
ERVI8	rusty cotton grass	SW
ERVI9	tall cotton grass	SW
ERYU	rattlesnake master	SW
ESCA2	California poppy	SW
EUAL3	tall boneset	SW
EUAL8	winged euonymus	SW
EUAL8	burning bush	SW
EUAT3	burning bush	SW
EUAT3	wahoo	SW
EUBU6	Chinese spindle tree	SW
EUCH7	green creeping spurge	SW
HYGY	clasping St. John's wort	SW
HYHI2	yellow star grass	SW
HYKA	Kalm's St. John's wort	SW
HYMA2	sand St. John's wort	SW
HYMU	weak St. John's wort	SW
HYNI	henbane	SW
HYPA3	bottlebrush grass	SW
HYPE	common St. John's wort	SW
HYPR	shrubby St. John's wort	SW
HYPU	spotted St. John's wort	SW
HYPY	great St. John's wort	SW
HYRA	buttercup pennywort	SW
HYRA3	cat's ear	SW
HYSC	old plainsman	SW
HYSP2	round-fruited St. John's wort	SW
HYUM	water pennywort	SW
HYVI	Virginia waterleaf	SW
HYVI4	marsh St. John's wort	SW
HYVIF	marsh St. John's wort	SW
ILRE	Kankakee mallow	SW
ILVE	winterberry	SW
ILVE	Michigan holly	SW
IMBA	garden balsam	SW
IMCA	spotted touch-me-not	SW
IMCA	orange jewelweed	SW
IMPA	pale touch-me-not	SW
INHE	elecampane	SW
IOPI	violet cress	SW
IPCO3	red morning glory	SW
IPHE	ivy-leaved morning glory	SW
IPLA	small-leaved morning glory	SW
IPPA	wild sweet potato	SW
IPPU2	common morning glory	SW
IRFL2	pale yellow iris	SW
IRGE	German iris	SW
IRPS	tall yellow iris	SW
IRPU2	dwarf iris	SW
IRVIS	blue flag	SW
ISBI2	false rue anemone	SW
ISBR3	false pennyroyal	SW
ISBU	glade quillwort	SW
ISME	pond quillwort	SW
ISME2	small whorled pogonia	SW
ISTI	woad	SW
ISVE	whorled pogonia	SW
IVAN2	marsh elder	SW
IVAN2	sumpweed	SW
IVXA	burweed marsh elder	SW
JATA	tie vine	SW
JEDI	twinleaf	SW
JUAC	sharp-fruited rush	SW
JUAL	Richardson's rush	SW
JUAM	water willow	SW
JUAR4	jointed rush	SW
JUBAL	lake shore rush	SW
JUBI	two-flowered rush	SW
JUBR	short-fruited rush	SW
JUBR2	short-headed rush	SW
JUBU	toad rush	SW
JUCA3	Canadian rush	SW
JUCI	butternut	SW
JUCI	white walnut	SW
JUCO	black grass	SW
JUCO6	common juniper	SW
JUDI2	slimpod rush	SW
JUDU2	Dudley's rush	SW
JUEF	common rush	SW
JUGR	Greene's rush	SW
JUHO2	trailing juniper	SW
JUIN2	interior rush	SW
JUMA4	grass-leaved rush	SW
JUMI2	soldier rush	SW
JUNI	black walnut	SW
JUNO	stout rush	SW
JUNO2	joint rush	SW
JUPE	brown-fruited rush	SW
JUREG2	primrose willow	SW
JUSC	round-headed rush	SW
JUTE	path rush	SW
JUTO	Torrey's rush	SW
JUVA	Vasey's rush	SW
JUVIC2	red cedar	SW
KAAN	sheep laurel	SW
KAIN3	hairy caltrop	SW
KIEL	fluellin	SW
KOCR	June grass	SW
KOSC	burning bush	SW
KRBI	false dandelion	SW
KRVI	dwarf dandelion	SW
KUEUC	false boneset	SW
LAAM	dead nettle	SW
LAAM	henbit	SW
LABI	tall blue lettuce	SW
LACA	wild lettuce	SW
LACA3	wood nettle	SW
LACO3	nipplewort	SW
LADE2	European larch	SW
LAEC	beggar's lice	SW
LAFL	blue lettuce	SW
LAHI	hairy wild lettuce	SW
LAJAG	beach pea	SW
LALA	tamarack	SW
LALA	American larch	SW
LALA4	everlasting pea	SW
LALU	western wild lettuce	SW
LAMA	spotted dead nettle	SW
LAOC2	pale vetchling	SW
LAPAM	marsh vetchling	SW
LAPU	showy blue lettuce	SW
LAPU2	purple dead nettle	SW
LAREO	western beggar's lice	SW
LASA	willow lettuce	SW
LASE	prickly lettuce	SW
LATU	Dutch mice	SW
LAVE	veiny pea	SW
LEAE	snowflake	SW
LEAE2	three-nerved duckweed	SW
LECA2	motherwort	SW
LECA5	field cress	SW
LECA8	round-headed bush clover	SW
LECO	fall witch grass	SW
LECU	silky bush clover	SW
LECU2	lentil	SW
LEDE	small peppergrass	SW
LEDE	small peppercress	SW
LEGI	swollen duckweed	SW
LEGR	Labrador tea	SW
LEGR2	bladderpod	SW
LEHI2	hairy bush clover	SW
LEHID2	hairy bush clover	SW
LEIN	savanna pinweed	SW
LEIN2	wand-like bush clover	SW
LELA2	broad-leaved peppercress	SW
LELE2	catchfly grass	SW
LELE4	hawkbit	SW
LELE5	prairie bush clover	SW
LEMA2	lion's tail	SW
LEMI	small pinweed	SW
LEMI3	small duckweed	SW
LEMI9	dinky duckweed	SW
LEOB2	purple duckweed	SW
LEOR	rice cut grass	SW
LEPE	least duckweed	SW
LEPE2	clasping cress	SW
LEPU4	pretty pinweed	SW
LERA	narrow-fruited pinweed	SW
LERU	fetid peppergrass	SW
LERU	fetid peppercress	SW
LESA2	garden cress	SW
LESI	Sibirian lion's tail	SW
LEST	bushy pinweed	SW
LEST3	Korean bush clover	SW
LEST4	Japanese bush clover	SW
LETE	sllender-leaved pinweed	SW
LETH4	shrubby bush clover	SW
LETR	forked duckweed	SW
LETU2	perennial duckweed	SW
LEVA	pale duckweed	SW
LEVI2	white grass	SW
LEVI23	violet bush clover	SW
LEVI3	common peppergrass	SW
LEVI7	slender bush clover	SW
LIAN2	slender false pimpernel	SW
LIAR4	corn gromwell	SW
LIAS	rough blazing star	SW
LIBE3	spicebush	SW
LIBOA2	twinflower	SW
LICA12	hoary puccoon	SW
LICA6	blue toadflax	SW
LICR4	hairy puccoon	SW
LICU	hoary fog fruit	SW
LICY	cylindrical blazing star	SW
LIDA	Dalmatian toadflax	SW
LIDU	false pimpernel	SW
LIIN	southern yellow flax	SW
LIIN2	fringed puccoon	SW
LILA10	fog fruit	SW
LILA2	American gromwell	SW
LILA2	broad-leaved puccoon	SW
LILA8	tiger lily	SW
LILO	green twayblade	SW
LIMET	small yellow flax	SW
LIMI9	Michigan lily	SW
LIMI9	turk's cap	SW
LIOB	border privet	SW
LIOF	common gromwell	SW
LIPE2	perennial flax	SW
LIPHA	prairie lily	SW
LIPUN	dotted blazing star	SW
LIPY	purple blazing star	SW
LIPY	gay feather	SW
LISCN	savanna blazing star	SW
LISP	marsh blazing star	SW
LISP	gay feather	SW
LIST	stiff yellow flax	SW
LIST2	sweet gum	SW
LISU4	grooved yellow flax	SW
LITU	tulip tree	SW
LIUS	common flax	SW
LIVI	slender yellow flax	SW
LIVU	common privet	SW
LIVU2	butter-and-eggs	SW
LIVU2	toadflax	SW
LOAM5	deer vetch	SW
LOBE	showy fly honeysuckle	SW
LOCA12	arrowleaf	SW
LOCA2	cardinal flower	SW
LOCA7	American fly honeysuckle	SW
LOCO6	bird's foot trefoil	SW
LODI2	red honeysuckle	SW
LOHE6	gold flame honeysuckle	SW
LOIN	indian tobacco	SW
LOJA	Japanese honeysuckle	SW
LOKA	bog lobelia	SW
LOMA	sweet alyssum	SW
LOMA6	Amur honeysuckle	SW
LOMO2	Morrow's honeysuckle	SW
LOMU	Italian rye grass	SW
LOMU2	common fly honeysuckle	SW
LOOB	swamp fly honeysuckle	SW
LOPE	perennial rye grass	SW
LOPR2	yellow honeysuckle	SW
LORU3	Manchurian honeysuckle	SW
LOSI	great blue lobelia	SW
LOSP	pale spiked lobelia	SW
LOTA	Tartarian honeysuckle	SW
LOTE2	darnel	SW
LOXY	European fly honeysuckle	SW
LUAC	hairy wood rush	SW
LUAL2	seedbox	SW
LUAN	honesty	SW
LULU3	Europeann wood rush	SW
LUMU2	common wood rush	SW
LUPAA2	marsh purslane	SW
LUPO	false loosestrife	SW
LUSPD	round-fruited loosestrife	SW
LYAL	white campion	SW
LYAL4	winged loosestrife	SW
LYAM	common water horehound	SW
LYAM2	sessile water horehound	SW
LYAS	rough water horehound	SW
LYBA4	matrimony vine	SW
LYCH3	Maltese cross	SW
LYCI	fringed loosestrife	SW
EUCO10	flowering spurge	SW
EUCO6	mistflower	SW
EUCO8	tinted spurge	SW
LYCOF	trailing ground pine	SW
LYDI5	red campion	SW
LYES	tomato	SW
LYEU	European water horehound	SW
LYHY	river loosestrife	SW
LYIN	bog club moss	SW
LYLA	lance-leaved loosestrife	SW
LYLU	shining club moss	SW
LYNU	moneywort	SW
LYOB	ground pine	SW
LYPO	stiff club moss	SW
LYPU2	dotted loosestrife	SW
LYQU	narrow-leaved loosestrife	SW
LYQU2	whorled loosestrife	SW
LYQU2	crosswort	SW
LYRU	stalked water horehound	SW
LYSA2	purple loosestrife	SW
LYTE2	swamp candles	SW
LYTH2	tufted loosestrife	SW
LYTR	ground cedar	SW
LYUN	northern bugle weed	SW
LYVI4	bugle weed	SW
LYVU	garden loosestrife	SW
MAAL	vervain mallow	SW
MABA	Siberian crab	SW
MABR5	white adder's mouth	SW
MACA4	Canada mayflower	SW
MACA4	wild lily-of-the-valley	SW
MACH2	chamomile	SW
MACO10	plume poppy	SW
MACO5	wild sweet crab	SW
MAIN4	stock	SW
MAIO	iowa crab	SW
MAMA11	pineapple weed	SW
MAMAA	scentless chamomile	SW
MAMO2	musk mallow	SW
MANE	common mallow	SW
MANE	cheeses	SW
MAPO	Osage orange	SW
MAPR	plum-leaved crab	SW
MAPU	apple	SW
MARE11	Oregon holly grape	SW
MARO	dwarf mallow	SW
MARO	round-leaved mallow	SW
MASAC3	tarweed	SW
MASI80	Japanese crab	SW
MAST	ostrich fern	SW
MASYM2	high mallow	SW
MAUN	green adder's mouth	SW
MAVEC	curled mallow	SW
MAVU	horehound	SW
MEAL12	white sweet clover	SW
MEAL13	tall sweet clover	SW
MEARV	wild mint	SW
MEBE2	water marigold	SW
MECA3	moonseed	SW
MECR6	curled mint	SW
MEDE2	sand lily	SW
MELI2	cow wheat	SW
MELO8	wavy mint	SW
MELU	black medick	SW
MEMU	narrow melic grass	SW
MENI	tall melic grass	SW
MENU	stickleaf	SW
MEOF	yellow sweet clover	SW
MEOF2	common balm	SW
MEPI	peppermint	SW
MERO2	apple mint	SW
MESA	alfalfa	SW
MESP3	spearmint	SW
MESU5	sweet apple mint	SW
METRM	buckbean	SW
METRM	bogbean	SW
MEVA2	hybrid alfalfa	SW
MEVE2	whorled mint	SW
MEVI	indian cucumber root	SW
MEVI2	bunch flower	SW
MEVI3	Virginia bluebells	SW
MIAL2	winged monkey flower	SW
MIAL4	pale umbrellawort	SW
MIDI3	bishop's cap	SW
MIDI3	mitrewort	SW
MIEF	wood millet	SW
MIGLF	yellow monkey flower	SW
MIHI	hairy umbrellawort	SW
MIJA	four o'clock	SW
MILI3	narrow -leaved umbrellawort	SW
MINU3	small bishop's cap	SW
MINY	wild four o'clock	SW
MIRE	partridge berry	SW
MIRI	monkey flower	SW
MISA	silver grass	SW
MISC	climbing hempweed	SW
MISIZ	eulalia	SW
MOAL	white mulberry	SW
MOCI	common lemon mint	SW
MOCL	basil bee balm	SW
MODI	oswego tea	SW
MODI	bee balm	SW
MOFI	wild bergamont	SW
MOHY3	pinesap	SW
MONU	poverty weed	SW
MOPU	horsemint	SW
MORU2	red mulberry	SW
MOUN3	indian pipe	SW
MOVE	carpet weed	SW
MUAS	scratch grass	SW
MUBO	common grape hyacinth	SW
