NAME_CD	NAME	SOURCE_CD
CAAN2	prairie camas	UP
CAAN4	cayenne pepper	UP
CAAN6	yellowfruit sedge	UP
CAANA4	cayenne pepper	UP
CAANG	cayenne pepper	UP
CAAP2	marsh bellflower	UP
CAAP5	Appalachian sedge	UP
CAAQ	water sedge	UP
CAAQ2	water hickory	UP
CAAQ3	water whorlgrass	UP
CAAQA	water sedge	UP
CAAR18	Siberian peashrub	UP
CAAR2	northern cluster sedge	UP
CAAR3	drooping woodland sedge	UP
CAAR4	hay sedge	UP
CAAR5	Arkansas sedge	UP
CAAS2	Assiniboia sedge	UP
CAAT2	wheat sedge	UP
CAAT4	prickly bog sedge	UP
CAAT6	scrabrous black sedge	UP
CAATA2	prickly bog sedge	UP
CAATC	prickly bog sedge	UP
CAAU3	golden sedge	UP
CAAU6	southern sedge	UP
CABA3	Back's sedge	UP
CABA7	Bailey's sedge	UP
CABA9	Barratt's sedge	UP
CABE2	Bebb's sedge	UP
CABI3	Bicknell's sedge	UP
CABI8	southern catalpa	UP
CABIB	Bicknell's sedge	UP
CABL	eastern woodland sedge	UP
CABOM	fanwort	UP
CABR10	shortbeak sedge	UP
CABR14	bromelike sedge	UP
CABR15	brownish sedge	UP
CABRB2	bromelike sedge	UP
CABRB3	brownish sedge	UP
CABRS	brownish sedge	UP
CABU	fairy slipper	UP
CABU2	shepherd's purse	UP
CABU3	bulbous bittercress	UP
CABU5	Bush's sedge	UP
CABU6	Buxbaum's sedge	UP
CABU7	button sedge	UP
CABUA	fairy slipper	UP
CACA	Carolina fanwort	UP
CACA11	silvery sedge	UP
CACA12	hairlike sedge	UP
CACA14	Carey's sedge	UP
CACA15	Carolina sedge	UP
CACA16	chestnut sedge	UP
CACA18	American hornbeam	UP
CACA19	caraway	UP
CACA37	tussock bellflower	UP
CACA4	bluejoint	UP
CACAC10	bluejoint	UP
CACAC2	American hornbeam	UP
CACAC4	Carolina fanwort	UP
CACAC6	silvery sedge	UP
CACAD2	silvery sedge	UP
CACAL3	bluejoint	UP
CACAM	Macoun's reedgrass	UP
CACAV	American hornbeam	UP
CACE	oval-leaf sedge	UP
CACE2	thinleaf sedge	UP
CACH10	lenspod whitetop	UP
CACH25	China aster	UP
CACH5	creeping sedge	UP
CACO10	low northern sedge	UP
CACO13	soft fox sedge	UP
CACO14	openfield sedge	UP
CACO15	bitternut hickory	UP
CACO17	scarlet Indian paintbrush	UP
CACO21	Collins' sedge	UP
CACO26	cutleaf toothwort	UP
CACO7	fibrousroot sedge	UP
CACO71	arctic reedgrass	UP
CACO8	longhair sedge	UP
CACOC4	fibrousroot sedge	UP
CACR2	curly plumeless thistle	UP
CACR3	Crawe's sedge	UP
CACR4	Crawford's sedge	UP
CACR6	fringed sedge	UP
CACR7	crested sedge	UP
CACR8	ravenfoot sedge	UP
CACR9	northeastern sedge	UP
CACRB	fringed sedge	UP
CACRC2	fringed sedge	UP
CACU3	clustered sedge	UP
CADA	Davis' sedge	UP
CADE12	American chestnut	UP
CADE5	white edge sedge	UP
CADE6	cypressknee sedge	UP
CADE7	northern sedge	UP
CADE9	Dewey sedge	UP
CADED	white edge sedge	UP
CADEI2	white edge sedge	UP
CADEP	white edge sedge	UP
CADER	white edge sedge	UP
CADI10	crinkleroot	UP
CADI17	widow's sedge	UP
CADI19	grassland sedge	UP
CADI2	winecup	UP
CADI27	distant sedge	UP
CADI28	forkleaf toothwort	UP
CADI4	lesser panicled sedge	UP
CADI5	slender woodland sedge	UP
CADI6	softleaf sedge	UP
CADO	limestone bittercress	UP
CADO7	Henson's calammophila	UP
CADR	whitetop	UP
CADU6	needleleaf sedge	UP
CAEB2	bristleleaf sedge	UP
CAEC	star sedge	UP
CAECE	star sedge	UP
CAED	American searocket	UP
CAEDE	American searocket	UP
CAEDE2	American searocket	UP
CAEDL2	American searocket	UP
CAEM2	Emory's sedge	UP
CAEN4	wonderbean	UP
CAEP	chee reedgrass	UP
CAEPE	chee reedgrass	UP
CAEPG2	chee reedgrass	UP
CAEX7	coastal sedge	UP
CAFE3	fescue sedge	UP
CAFL14	woodland bittercress	UP
CAFL22	eastern sweetshrub	UP
CAFL3	thinfruit sedge	UP
CAFL4	yellow sedge	UP
CAFL8	heath sedge	UP
CAFLF	eastern sweetshrub	UP
CAFLG	eastern sweetshrub	UP
CAFO3	dryspike sedge	UP
CAFO4	handsome sedge	UP
CAFO6	northern long sedge	UP
CAFOE	dryspike sedge	UP
CAFOF	dryspike sedge	UP
CAFR3	Frank's sedge	UP
CAFR80	Russian peashrub	UP
CAGA3	elk sedge	UP
CAGE2	Geyer's sedge	UP
CAGE3	canna lily	UP
CAGI4	giant sedge	UP
CAGI6	giant blue cohosh	UP
CAGL2	Dane's blood	UP
CAGL6	blue sedge	UP
CAGL8	pignut hickory	UP
CAGLG2	pignut hickory	UP
CAGLH	pignut hickory	UP
CAGLM	pignut hickory	UP
CAGR2	graceful sedge	UP
CAGR3	limestone meadow sedge	UP
CAGR4	heavy sedge	UP
CAGR5	Gray's sedge	UP
CAGR8	slender looseflower sedge	UP
CAGRG	limestone meadow sedge	UP
CAGRG2	heavy sedge	UP
CAGRH	limestone meadow sedge	UP
CAGRL	heavy sedge	UP
CAGY2	northern bog sedge	UP
CAGY4	nodding sedge	UP
CAHA13	love in a puff	UP
CAHA7	Hayden's sedge	UP
CAHE2	northern water-starwort	UP
CAHE21	Japanese false bindweed	UP
CAHE27	Fuller's sedge	UP
CAHE3	twoheaded water-starwort	UP
CAHE4	Hudson Bay sedge	UP
CAHEH	twoheaded water-starwort	UP
CAHEH2	Hudson Bay sedge	UP
CAHI10	hammer sedge	UP
CAHI3	hairy bittercress	UP
CAHI5	pubescent sedge	UP
CAHI6	fuzzy wuzzy sedge	UP
CAHI8	Hitchcock's sedge	UP
CAHO9	Houghton's sedge	UP
CAHY3	shoreline sedge	UP
CAHY4	bottlebrush sedge	UP
CAIL2	pecan	UP
CAIM	narrowleaf bittercress	UP
CAIN11	inland sedge	UP
CAIN12	greater bladder sedge	UP
CAIN2	purple poppymallow	UP
CAIN9	long-stolon sedge	UP
CAINH2	sun sedge	UP
CAINI4	purple poppymallow	UP
CAJA2	James' sedge	UP
CAKIL	searocket	UP
CALA11	woollyfruit sedge	UP
CALA12	smoothcone sedge	UP
CALA14	smoothsheath sedge	UP
CALA15	Lapland sedge	UP
CALA16	hairy sedge	UP
CALA18	spreading sedge	UP
CALA19	broad looseflower sedge	UP
CALA21	shellbark hickory	UP
CALA40	giant bellflower	UP
CALAA	American woollyfruit sedge	UP
CALAC	spreading sedge	UP
CALAL4	spreading sedge	UP
CALAL5	broad looseflower sedge	UP
CALAM	reedgrass	UP
CALAM2	sandreed	UP
CALAM4	calamint	UP
CALAM6	calammophila	UP
CALAS	broad looseflower sedge	UP
CALE10	bristlystalked sedge	UP
CALE11	nerveless woodland sedge	UP
CALE6	Leavenworth's sedge	UP
CALE8	lakeshore sedge	UP
CALEH	Harper's sedge	UP
CALEL	lakeshore sedge	UP
CALEL4	bristlystalked sedge	UP
CALEN	marigold	UP
CALI	livid sedge	UP
CALI7	mud sedge	UP
CALIR	livid sedge	UP
CALLA	callalily	UP
CALLI3	poppymallow	UP
CALLI6	water-starwort	UP
CALLI8	callistephus	UP
CALLU	heather	UP
CALO	prairie sandreed	UP
CALO5	Long's sedge	UP
CALO6	Louisiana sedge	UP
CALOL2	prairie sandreed	UP
CALOM	prairie sandreed	UP
CALOP2	grasspink	UP
CALTH	marsh marigold	UP
CALU17	Blue Ridge sedge	UP
CALU3	false hop sedge	UP
CALU4	hop sedge	UP
CALU5	shallow sedge	UP
CALUL	Blue Ridge sedge	UP
CALY2	cupseed	UP
CALYC10	calycera	UP
CALYC2	calycocarpum	UP
CALYC5	sweetshrub	UP
CALYL	sundrops	UP
CALYP	fairy slipper	UP
CALYP2	calyptocarpus	UP
CALYS	false bindweed	UP
CAMA	European searocket	UP
CAMA12	boreal bog sedge	UP
CAMA36	large toothwort	UP
CAMAI2	boreal bog sedge	UP
CAMAS	camas	UP
CAME12	Fernald's sedge	UP
CAME13	midland sedge	UP
CAME2	Mead's sedge	UP
CAME20	Canterbury bells	UP
CAMEL	false flax	UP
CAMI15	Michaux's sedge	UP
CAMI18	Mitchell's sedge	UP
CAMI2	littlepod false flax	UP
CAMO11	troublesome sedge	UP
CAMO32	giant mountain aster	UP
CAMO83	Chinese chestnut	UP
CAMPA	bellflower	UP
CAMPA2	bellflower	UP
CAMPS	campsis	UP
CAMU4	Muhlenberg's sedge	UP
CAMU7	rough sedge	UP
CAMU9	Muskingum sedge	UP
CAMUE	Muhlenberg's sedge	UP
CAMUM	Muhlenberg's sedge	UP
CANA	floating marsh marigold	UP
CANAD	mountain aster	UP
CANAV	jackbean	UP
CANE17	lesser calamint	UP
CANE2	Nebraska sedge	UP
CANE25	broadleaf canna	UP
CANEG	lesser calamint	UP
CANI3	black edge sedge	UP
CANI5	smooth black sedge	UP
CANNA	hemp	UP
CANNA2	canna	UP
CANO	greater straw sedge	UP
CANO2	Norway sedge	UP
CANO4	New England sedge	UP
CANOI	closedhead sedge	UP
CANU4	nodding plumeless thistle	UP
CANUL	nodding plumeless thistle	UP
CAOF	pot marigold	UP
CAOL2	richwoods sedge	UP
CAOL3	fewseed sedge	UP
CAOR5	necklace spike sedge	UP
CAOV2	shagbark hickory	UP
CAOV3	red hickory	UP
CAOV5	Chinese catalpa	UP
CAOV8	eggbract sedge	UP
CAOX	sharpscale sedge	UP
CAOXO	sharpscale sedge	UP
CAPA	water arum	UP
CAPA12	sand bittercress	UP
CAPA17	pale sedge	UP
CAPA19	fewflower sedge	UP
CAPA24	sand hickory	UP
CAPA5	yellow marsh marigold	UP
CAPA52	vernal water-starwort	UP
CAPAA2	sand bittercress	UP
CAPAP6	yellow marsh marigold	UP
CAPE11	Peck's sedge	UP
CAPE20	peachleaf bellflower	UP
CAPE3	Pennsylvania bittercress	UP
CAPE34	hairy false bindweed	UP
CAPE4	longstalk sedge	UP
CAPE42	woolly sedge	UP
CAPE6	Pennsylvania sedge	UP
CAPI	Pickering's reedgrass	UP
CAPI5	Boott's sedge	UP
CAPL11	carrot burr parsley	UP
CAPL4	plantainleaf sedge	UP
CAPL5	broadleaf sedge	UP
CAPO3	Porter's reedgrass	UP
CAPO4	variable sedge	UP
CAPOI	Porter's reedgrass	UP
CAPOP	Porter's reedgrass	UP
CAPR12	drooping sedge	UP
CAPR3	cuckoo flower	UP
CAPR5	clustered field sedge	UP
CAPR6	prairie sedge	UP
CAPR7	meadow sedge	UP
CAPR9	necklace sedge	UP
CAPRP	cuckoo flower	UP
CAPS	cypresslike sedge	UP
CAPSE	capsella	UP
CAPSI	pepper	UP
CAPU6	hairy whitetop	UP
CAPU9	chinkapin	UP
CAPUP3	chinkapin	UP
CARA	rampion bellflower	UP
CARA2	trumpet creeper	UP
CARA8	eastern star sedge	UP
CARAG	peashrub	UP
CARDA	bittercress	UP
CARDA2	whitetop	UP
CARDI2	balloonvine	UP
CARDU	plumeless thistle	UP
CARE17	kidneyshape sedge	UP
CARE4	knotsheath sedge	UP
CARE9	reflexed sedge	UP
CAREX	sedge	UP
CARI	Richardson's sedge	UP
CARO2	bluebell bellflower	UP
CARO22	rosy sedge	UP
CARO3	American bittercress	UP
CARO5	Ross' sedge	UP
CARO6	beaked sedge	UP
CARPI	hornbeam	UP
CYDI3	umbrella flatsedge	UP
CYDI4	variable flatsedge	UP
CYDON	cydonia	UP
CYEC	bristly dogstail grass	UP
CYEC2	globe flatsedge	UP
CYER	tall flatsedge	UP
CYER2	redroot flatsedge	UP
CYES	chufa flatsedge	UP
CYESL	chufa flatsedge	UP
CYFI	fern flatsedge	UP
CYFL	yellow flatsedge	UP
CYFL5	whiteedge flatsedge	UP
CYFR2	brittle bladderfern	UP
CYFR4	Fraser's cymophyllus	UP
CYFU3	brown flatsedge	UP
CYGR11	Illinois flatsedge	UP
CYGR2	Gray's flatsedge	UP
CYHO	Houghton's flatsedge	UP
CYIR	ricefield flatsedge	UP
CYLA	honeyvine	UP
CYLA3	manyflower flatsedge	UP
CYLA4	St. Lawrence bladderfern	UP
CYLE7	marsh parsley	UP
CYLO11	Louis' swallow-wort	UP
CYLU2	Great Plains flatsedge	UP
CYLUL	Great Plains flatsedge	UP
CYLUM	Great Plains flatsedge	UP
CYMBA	cymbalaria	UP
CYMOP	cymophyllus	UP
CYMU	Kenilworth ivy	UP
CYNAN	swallow-wort	UP
CYNOD	Bermudagrass	UP
CYNOG	hound's tongue	UP
CYNOS	cynosciadium	UP
CYNOS2	dogstail grass	UP
CYOB2	quince	UP
CYOC2	pond flatsedge	UP
CYOD	fragrant flatsedge	UP
CYOF	gypsyflower	UP
CYPA19	lesser yellow lady's slipper	UP
CYPER	flatsedge	UP
CYPL3	Plukenet's flatsedge	UP
CYPO	manyspike flatsedge	UP
CYPOT	Texan flatsedge	UP
CYPR4	lowland bladderfern	UP
CYPRI	lady's slipper	UP
CYPS	marsh flatsedge	UP
CYPU10	greater yellow lady's slipper	UP
CYPUM	greater yellow lady's slipper	UP
CYPUP	greater yellow lady's slipper	UP
CYRE3	reflexed flatsedge	UP
CYRE4	rough flatsedge	UP
CYRE5	pine barren flatsedge	UP
CYRE6	showy lady's slipper	UP
CYRER2	pine barren flatsedge	UP
CYRO	nutgrass	UP
CYRO8	European swallow-wort	UP
CYSC3	Schweinitz's flatsedge	UP
CYSC4	scotchbroom	UP
CYSCS2	scotchbroom	UP
CYSE5	tidalmarsh flatsedge	UP
CYSQ	bearded flatsedge	UP
CYST	strawcolored flatsedge	UP
CYSTO	bladderfern	UP
CYTE3	Tennessee bladderfern	UP
CYTE7	upland brittle bladderfern	UP
CYTIS	broom	UP
CYVI	wild comfrey	UP
CYVIB	wild comfrey	UP
CYVIV	wild comfrey	UP
DAAE	Egyptian grass	UP
DACA6	Queen Anne's lace	UP
DACA7	white prairie clover	UP
DACAC	white prairie clover	UP
DACO	flattened oatgrass	UP
DACTY	orchardgrass	UP
DACTY2	crowfoot grass	UP
DAEN	nineanther prairie clover	UP
DAFL3	shrubby cinquefoil	UP
DAFO2	leafy prairie clover	UP
DAGL	orchardgrass	UP
DAGLG	orchardgrass	UP
DAIN	timber oatgrass	UP
DAIN2	pricklyburr	UP
DALE3	foxtail prairie clover	UP
DALEA	prairie clover	UP
DALIB	dalibarda	UP
DAMA	mullein foxglove	UP
DANTH	oatgrass	UP
DAPU3	American wild carrot	UP
DAPU5	violet prairie clover	UP
DAPUP	violet prairie clover	UP
DAQU	Chinese thorn-apple	UP
DARE	robin runaway	UP
DASE2	downy danthonia	UP
DASIP	shrubby cinquefoil	UP
DASIS	dasistoma	UP
DASP2	poverty oatgrass	UP
DAST	jimsonweed	UP
DASYP	mosquitograss	UP
DATUR	jimsonweed	UP
DAUCU	wild carrot	UP
DAVI	silky prairie clover	UP
DAVI2	mosquitograss	UP
DAVIV	silky prairie clover	UP
DAWR2	sacred thorn-apple	UP
DEAC4	silver false spleenwort	UP
DECA18	tufted hairgrass	UP
DECA3	Carolina larkspur	UP
DECA7	showy ticktrefoil	UP
DECA8	hoary ticktrefoil	UP
DECAC3	Carolina larkspur	UP
DECAV2	Carolina larkspur	UP
DECI	hairy small-leaf ticktrefoil	UP
DECIC	hairy small-leaf ticktrefoil	UP
DECOD	decodon	UP
DECU	largebract ticktrefoil	UP
DECUC	largebract ticktrefoil	UP
DECUL	largebract ticktrefoil	UP
DEEL2	candle larkspur	UP
DEEX	tall larkspur	UP
DEFL	wavy hairgrass	UP
DEFLF	wavy hairgrass	UP
DEGL4	Dillenius' ticktrefoil	UP
DEGL5	pointedleaf ticktrefoil	UP
DEGR9	florist's daisy	UP
DEHU3	eastern trailing ticktrefoil	UP
DEIL	prairie bundleflower	UP
DEIL2	Illinois ticktrefoil	UP
DELA2	smooth ticktrefoil	UP
DELPH	larkspur	UP
DEMA2	smooth small-leaf ticktrefoil	UP
DENDR5	arctic daisy	UP
DENNS	hayscented fern	UP
DENU4	nakedflower ticktrefoil	UP
DENU5	Nuttall's ticktrefoil	UP
DEOB5	stiff ticktrefoil	UP
DEPA6	panicledleaf ticktrefoil	UP
DEPA7	fewflower ticktrefoil	UP
DEPAP2	panicledleaf ticktrefoil	UP
DEPAR	false spleenwort	UP
DEPE80	perplexed ticktrefoil	UP
DEPI	western tansymustard	UP
DEPIB	western tansymustard	UP
DEPU2	eastern hayscented fern	UP
DERO3	prostrate ticktrefoil	UP
DESC4	fuzzy pride-of-Rochester	UP
DESCH	hairgrass	UP
DESCU	tansymustard	UP
DESE	sessileleaf ticktrefoil	UP
DESMA	bundleflower	UP
DESMO	ticktrefoil	UP
DESO2	herb sophia	UP
DETR	dwarf larkspur	UP
DEUTZ	pride-of-Rochester	UP
DEVE	swamp loosestrife	UP
DEVI4	velvetleaf ticktrefoil	UP
DIAC	needleleaf rosette grass	UP
DIAC2	tapered rosette grass	UP
DIACA	tapered rosette grass	UP
DIACF	western panicgrass	UP
DIACL	Lindheimer panicgrass	UP
DIAL4	gasplant	UP
DIAM	American beakgrain	UP
DIANT	pink	UP
DIAR	Deptford pink	UP
DIARR	beakgrain	UP
DIBA	sweetwilliam	UP
DIBO	northern panicgrass	UP
DIBO2	Bosc's panicgrass	UP
DIBR2	branched foldwing	UP
DICA	squirrel corn	UP
DICA19	clusterhead	UP
DICA3	Carolina ponysfoot	UP
DICEN	bleeding heart	UP
DICHA2	rosette grass	UP
DICHO	ponysfoot	UP
DICI	southern crabgrass	UP
DICL	deertongue	UP
DICLI	foldwing	UP
DICO2	variable panicgrass	UP
DICO4	blood panicgrass	UP
DICO6	Carolina crabgrass	UP
DICOC	Carolina crabgrass	UP
DICTA	dictamnus	UP
DICU	dutchman's breeches	UP
DIDE	maiden pink	UP
DIDE4	starved panicgrass	UP
DIDI	waterpurslane	UP
DIDI6	cypress panicgrass	UP
DIDID	cypress panicgrass	UP
DIDIP	didiplis	UP
DIERV	bush honeysuckle	UP
DIEX	turkey corn	UP
DIFI	slender crabgrass	UP
DIFU2	Fuller's teasel	UP
DIFUF4	Fuller's teasel	UP
DIFUS2	Fuller's teasel	UP
DIGIT	foxglove	UP
DIGIT2	crabgrass	UP
DIGR4	yellow foxglove	UP
DIHO3	drops of gold	UP
DIHOO	Oregon drops of gold	UP
DIIN2	sourgrass	UP
DIIS	smooth crabgrass	UP
DILA3	Grecian foxglove	UP
DILA4	cutleaf teasel	UP
DILA5	yellow fairybells	UP
DILA8	broadleaf rosette grass	UP
DILA9	openflower rosette grass	UP
DILE2	Leiberg's panicum	UP
DILI2	slimleaf panicgrass	UP
DILO	northern bush honeysuckle	UP
DILO4	coastalplain panicgrass	UP
DILU	straw foxglove	UP
DIMA2	yellow mandarin	UP
DIMA5	softleaf rosette grass	UP
DIME2	matting rosette grass	UP
DIMU	Boykin's clusterpea	UP
DIMU2	annual wallrocket	UP
DIOB3	obovate beakgrain	UP
DIOCL	dioclea	UP
DIODI	buttonweed	UP
DIOL	Heller's rosette grass	UP
DIOLO	Heller's rosette grass	UP
DIOLS	Scribner's rosette grass	UP
DIOP	Chinese yam	UP
DIOSC	yam	UP
DIOSP	diospyros	UP
DIOV	eggleaf rosette grass	UP
DIOVA	Addison's rosette grass	UP
DIOVO	eggleaf rosette grass	UP
DIPA9	eastern leatherwood	UP
DIPL	feathered pink	UP
DIPLA2	twinsorus fern	UP
DIPLO	wallrocket	UP
DIPSA	teasel	UP
DIPU	purple foxglove	UP
DIPUP2	purple foxglove	UP
DIPY	glade fern	UP
DIQU	fourleaf yam	UP
DIRA	Ravenel's rosette grass	UP
DIRCA	leatherwood	UP
DISA	hairy crabgrass	UP
DISA5	hemlock rosette grass	UP
DISA9	Indian teasel	UP
DISAP	hemlock rosette grass	UP
DISAT	hemlock rosette grass	UP
DISC2	woolly rosette grass	UP
DISC3	velvet panicum	UP
DISC4	Shasta panicgrass	UP
DISE3	dwarf crabgrass	UP
DISP	inland saltgrass	UP
DISP2	roundseed panicgrass	UP
DISP4	Eaton's rosette grass	UP
DISPI	roundseed panicgrass	UP
DISPO	fairybells	UP
DISPS3	roundseed panicgrass	UP
DISTI	saltgrass	UP
DISY2	woodland pink	UP
DITE2	poorjoe	UP
DITE4	perennial wallrocket	UP
DITET	poorjoe	UP
DITR2	roughfruit fairybells	UP
DITTR	dittrichia	UP
DIVI	shaggy crabgrass	UP
DIVI2	violet crabgrass	UP
DIVI3	Virginia buttonweed	UP
DIVI4	wild yam	UP
DIVI5	common persimmon	UP
DIVI6	false yellowhead	UP
DIVI7	whitehair rosette grass	UP
DIVIP	whitehair rosette grass	UP
DIVIV	whitehair rosette grass	UP
DIVIV2	Virginia buttonweed	UP
DIWI5	fall rosette grass	UP
DIXA	slender rosette grass	UP
DOAM	jeweled shootingstar	UP
DODEC	shootingstar	UP
DOELL2	whitetop	UP
DOFR2	French's shootingstar	UP
DOIN2	cornel-leaf whitetop	UP
DOME	pride of Ohio	UP
DOMEB2	pride of Ohio	UP
DOMEM3	pride of Ohio	UP
DOUM2	parasol whitetop	UP
DOUMP2	parasol whitetop	UP
DOUMU	parasol whitetop	UP
DRABA	draba	UP
DRACO	dragonhead	UP
DRACO3	coneflower	UP
DRAM	clasping coneflower	UP
DRAN	English sundew	UP
DRAR	rock draba	UP
DRBR	shortpod draba	UP
DRBR2	cushion draba	UP
DRBRC	cushion draba	UP
DRCA11	spinulose woodfern	UP
DRCA3	mountain woodfern	UP
DRCE	log fern	UP
DRCL	Clinton's woodfern	UP
DRCR4	crested woodfern	UP
DRCU	wedgeleaf draba	UP
DRCUC	wedgeleaf draba	UP
DREX2	spreading woodfern	UP
DRFI	threadleaf sundew	UP
DRFI2	male fern	UP
DRFR	fragrant woodfern	UP
DRFRR	fragrant woodfern	UP
DRGL	smooth draba	UP
DRGO	Goldie's woodfern	UP
DRIN	twisted draba	UP
DRIN3	spoonleaf sundew	UP
DRIN5	intermediate woodfern	UP
DRLI	slenderleaf sundew	UP
DRMA4	marginal woodfern	UP
DRMO	Moldavian dragonhead	UP
DRNE	woodland draba	UP
DROSE	sundew	UP
DRPA2	American dragonhead	UP
DRRE2	Carolina draba	UP
DRRO	roundleaf sundew	UP
DRROR	roundleaf sundew	UP
DRTH	thymeleaf dragonhead	UP
DRVE2	spring draba	UP
DRYOP	woodfern	UP
DUAR3	threeway sedge	UP
DUCHE	duchesnea	UP
DUIN	Indian strawberry	UP
DULIC	dulichium	UP
DYPA	fetid marigold	UP
DYSSO	dyssodia	UP
ECBAL	squirting cucumber	UP
ECBE2	upright burrhead	UP
ECCO2	jungle rice	UP
ECCO3	creeping burrhead	UP
ECCR	barnyardgrass	UP
ECEL	squirting cucumber	UP
ECFR	billion-dollar grass	UP
ECHIN	purple coneflower	UP
ECHIN4	cockspur grass	UP
ECHIN5	echinocystis	UP
ECHIN6	burrhead	UP
ECHIN8	globethistle	UP
ECHIU	vipersbugloss	UP
ECLA	smooth purple coneflower	UP
ECLIP	eclipta	UP
ECLO	wild cucumber	UP
ECMU2	rough barnyardgrass	UP
ECMUM	rough barnyardgrass	UP
ECMUM2	rough barnyardgrass	UP
ECPA	pale purple coneflower	UP
ECPL	salvation jane	UP
ECPR	false daisy	UP
ECPU	eastern purple coneflower	UP
ECPU2	bluedevil	UP
ECSI	wavyleaf purple coneflower	UP
ECSP	great globethistle	UP
ECTE2	mudbabies	UP
ECVU	common vipersbugloss	UP
ECWA	coast cockspur grass	UP
EGDE	Brazilian waterweed	UP
EGERI	egeria	UP
ELAC	needle spikerush	UP
ELACA	needle spikerush	UP
ELAEA	elaeagnus	UP
ELAM3	American waterwort	UP
ELAN	Russian olive	UP
ELAT	purple spikerush	UP
ELATI	waterwort	UP
ELBR5	shortseed waterwort	UP
ELCA3	Carolina elephantsfoot	UP
ELCA4	Canada wildrye	UP
ELCA7	Canadian waterweed	UP
ELCI	crested latesummer mint	UP
ELCO2	flatstem spikerush	UP
ELDI3	diverseglume wildrye	UP
ELEL4	elliptic spikerush	UP
ELEL5	squirreltail	UP
ELELE	squirreltail	UP
ELEN	Engelmann's spikerush	UP
ELEOC	spikerush	UP
ELEPH	elephantsfoot	UP
ELEQ	jointed spikesedge	UP
ELER	bald spikerush	UP
ELEUS	goosegrass	UP
ELEUT3	ginseng	UP
ELGE	Canada spikesedge	UP
ELGL	blue wildrye	UP
ELGLG	blue wildrye	UP
ELHY	eastern bottlebrush grass	UP
ELHYB	eastern bottlebrush grass	UP
ELHYH	eastern bottlebrush grass	UP
ELIN	matted spikerush	UP
ELIN3	Indian goosegrass	UP
ELLA3	streambank wheatgrass	UP
ELLAL	streambank wheatgrass	UP
ELLAP	streambank wheatgrass	UP
ELLIS	ellisia	UP
ELMA8	Macoun's barley	UP
ELME	blackfruit spikerush	UP
ELMI	small waterwort	UP
ELMI2	smallfruit spikerush	UP
ELMO4	mountain barley	UP
ELMU	cherry silverberry	UP
ELNI	quill spikerush	UP
ELNU2	western waterweed	UP
ELNY	Aunt Lucy	UP
ELOB2	blunt spikerush	UP
ELODE	waterweed	UP
ELOL	bright green spikerush	UP
ELOLO	bright green spikerush	UP
ELOV	ovate spikerush	UP
ELPA3	common spikerush	UP
ELPA5	dwarf spikerush	UP
ELPE6	ginseng	UP
ELQU	squarestem spikerush	UP
ELQU2	fewflower spikerush	UP
ELRA	rooted spikerush	UP
ELRE4	quackgrass	UP
ELRI	riverbank wildrye	UP
ELRO	Robbins' spikerush	UP
ELRO2	beaked spikerush	UP
ELRU	southwestern waterwort	UP
ELSC	Schweinitz's waterweed	UP
ELSHO	elsholtzia	UP
ELSU	Virginia wildrye	UP
ELTE	slender spikerush	UP
ELTEP	slender spikerush	UP
ELTET	slender spikerush	UP
ELTEV	slender spikerush	UP
ELTR5	three-angle spikerush	UP
ELTR7	slender wheatgrass	UP
ELTRS	slender wheatgrass	UP
ELTRT	slender wheatgrass	UP
ELTU	cone-cup spikerush	UP
ELUM	autumn olive	UP
ELUMP	autumn olive	UP
ELVI	hairy wildrye	UP
ELVI3	Virginia wildrye	UP
ELVIH	Virginia wildrye	UP
ELVIV	Virginia wildrye	UP
ELWI	Wiegand's wildrye	UP
ELWO	Wolf's spikerush	UP
ELYHO	barley	UP
ELYMU	wildrye	UP
EMEA	purple crowberry	UP
EMEAA	purple crowberry	UP
EMNI	black crowberry	UP
EMNIH	black crowberry	UP
EMPET	crowberry	UP
ENBI	eastern false rue anemone	UP
ENEMI	false rue anemone	UP
EPBR3	tall annual willowherb	UP
EPCI	fringed willowherb	UP
EPCIC	fringed willowherb	UP
EPCIG	fringed willowherb	UP
EPCO	purpleleaf willowherb	UP
EPHE	broadleaf helleborine	UP
EPHI	codlins and cream	UP
EPIFA	beechdrops	UP
EPIGA	trailing arbutus	UP
EPILO	willowherb	UP
EPIPA	helleborine	UP
EPLE2	bog willowherb	UP
EPOB3	dwarf willowherb	UP
EPPA	marsh willowherb	UP
EPPA5	smallflower hairy willowherb	UP
EPRE2	trailing arbutus	UP
CARTH	distaff thistle	UP
CARUM	carum	UP
CARYA	hickory	UP
CASA2	gold-of-pleasure	UP
CASA27	European chestnut	UP
CASA3	marijuana	UP
CASA8	Sartwell's sedge	UP
CASAS10	marijuana	UP
CASAS2	gold-of-pleasure	UP
CASAS3	marijuana	UP
CASAS5	Sartwell's sedge	UP
CASAS6	Sartwell's sedge	UP
CASAS9	marijuana	UP
CASC10	northern singlespike sedge	UP
CASC11	broom sedge	UP
CASC13	eastern rough sedge	UP
CASC5	Atlantic camas	UP
CASC9	Schweinitz's sedge	UP
CASCS	broom sedge	UP
CASE12	yellow sundrops	UP
CASE13	hedge false bindweed	UP
CASE4	Labrador Indian paintbrush	UP
CASE5	downy paintedcup	UP
CASE6	weak stellate sedge	UP
