NAME_CD	GROUP_ID	GENUS	SPECIES	AUTHOR	SSP	SSP_AUTHOR	VAR	VAR_AUTHOR	F	F_AUTHOR	FAMILY_NAME	ACCEPTED_IND	ACCEPTED_IND_USDA	NAME_CD_USDA	INVASIVE
SADER	35743	Salix	depressa	L.	rostrata	(Richardson) Hiitonen					Salicaceae	N	N	SADER	
SALIO	35743	Salix	livida	Wahlenb.			occidentalis	(Anderss.) A. Gray			Salicaceae	N	N	SALIO	
SALIR	35743	Salix	livida	Wahlenb.			rostrata	(Richardson) Dippel			Salicaceae	N	N	SALIR	
SAPE20	35743	Salix	perrostrata	Rydb.							Salicaceae	N	N	SAPE20	
SARO6	35743	Salix	rostrata	Richardson, non Thuill.							Salicaceae	N	N	SARO6	
SAROC	35743	Salix	rostrata	Richardson			capreifolia	Fernald			Salicaceae	N	N	SAROC	
SAROL	35743	Salix	rostrata	Richardson			luxurians	Fernald			Salicaceae	N	N	SAROL	
SAROP	35743	Salix	rostrata	Richardson			perrostrata	(Rydb.) Fernald			Salicaceae	N	N	SAROP	
SAROP2	35743	Salix	rostrata	Richardson			projecta	Fernald			Salicaceae	N	N	SAROP2	
SASTB	35743	Salix	starkeana	Willd.	bebbiana	(Sarg.) Youngberg					Salicaceae	N	N	SASTB	
SAVAO	35743	Salix	vagans	Hook. f. ex Anderss.			occidentalis	Anderss.			Salicaceae	N	N	SAVAO	
SAVAR	35743	Salix	vagans	Hook. f. ex Anderss.			rostrata	(Richardson) Anderss.			Salicaceae	N	N	SAVAR	
SACA4	35750	Salix	candida	Fluegge ex Willd.							Salicaceae	Y	Y	SACA4	
SACA34	35750	Salix	candidula	Nieuwl.							Salicaceae	N	N	SACA34	
SACAD	35750	Salix	candida	Fluegge ex Willd.			denudata	Anderss.			Salicaceae	N	N	SACAD	
SACAT2	35750	Salix	candida	Fluegge ex Willd.			tomentosa	Anderss.			Salicaceae	N	N	SACAT2	
VP-95	35750	Salix	candida	Flueggi					denudata	(Anderss.) Rouleau	Salicaceae	N	N		
SACA22	35751	Salix	caprea	L.							Salicaceae	Y	Y	SACA22	
SACI	35757	Salix	cinerea	L.							Salicaceae	Y	Y	SACI	
SACO10	35713	Salix	x conifera	Wangenh. (pro sp.) [S. discolor x S. humilis]							Salicaceae	Y	Y	SACO10	
SADIL	35713	Salix	discolor	Muhl.			latifolia	Anderss.			Salicaceae	N	N	SADIL	
SACO3	35759	Salix	cordata	Michx.							Salicaceae	Y	Y	SACO3	
SAAD2	35759	Salix	adenophylla	Hook.							Salicaceae	N	N	SAAD2	
SASY4	35759	Salix	syrticola	Fernald							Salicaceae	N	N	SASY4	
SADI	35761	Salix	discolor	Muhl.							Salicaceae	Y	Y	SADI	
SAAN7	35761	Salix	ancorifera	Fernald							Salicaceae	N	N	SAAN7	
SACO17	35761	Salix	conformis	Forbes							Salicaceae	N	N	SACO17	
SACR6	35761	Salix	crassa	Barratt							Salicaceae	N	N	SACR6	
SADIO	35761	Salix	discolor	Muhl.			overi	Ball			Salicaceae	N	N	SADIO	
SADIP	35761	Salix	discolor	Muhl.			prinoides	(Pursh) Anderss.			Salicaceae	N	N	SADIP	
SADIR	35761	Salix	discolor	Muhl.			rigidior	(Anderss.) Schneid.			Salicaceae	N	N	SADIR	
SAFU5	35761	Salix	fuscata	Pursh							Salicaceae	N	N	SAFU5	
SAPR8	35761	Salix	prinoides	Pursh							Salicaceae	N	N	SAPR8	
SASE11	35761	Salix	sensitiva	Barratt							Salicaceae	N	N	SASE11	
SASQ2	35761	Salix	squamata	Rydb.							Salicaceae	N	N	SASQ2	
SAER	35765	Salix	eriocephala	Michx.							Salicaceae	Y	Y	SAER	
SAAC3	35765	Salix	acutidens	Rydb.							Salicaceae	N	N	SAAC3	
SAAN9	35765	Salix	angustata	Pursh							Salicaceae	N	N	SAAN9	
SACO24	35765	Salix	cordata	Muhl., non Michx.							Salicaceae	N	N	SACO24	
SACOA	35765	Salix	cordata	Muhl.			abrasa	Fernald			Salicaceae	N	N	SACOA	
SACOA3	35765	Salix	cordata	Muhl.			angustata	(Pursh) Anderss.			Salicaceae	N	N	SACOA3	
SACOM6	35765	Salix	cordata	Muhl.			missouriensis	(Bebb) Mackenzie & Bush			Salicaceae	N	N	SACOM6	
SACOR	35765	Salix	cordata	Muhl.	rigida	(Muhl.) Anderss.					Salicaceae	N	N	SACOR	
SACOR2	35765	Salix	cordata	Muhl.			rigida	(Muhl.) Boivin			Salicaceae	N	N	SACOR2	
SACOR3	35765	Salix	cordata	Muhl.			rigida	(Muhl.) Anderss.			Salicaceae	N	N	SACOR3	
SACOR5	35765	Salix	cordata	Muhl.			rigida	(Muhl.) Carey			Salicaceae	N	N	SACOR5	
SACOV	35765	Salix	cordata	Muhl.			vestita	(Anderss.) Bebb (pro syn.)			Salicaceae	N	N	SACOV	
SADIE	35765	Salix	discolor	Muhl.			eriocephala	(Michx.) Anderss.			Salicaceae	N	N	SADIE	
SAMI13	35765	Salix	missouriensis	Bebb							Salicaceae	N	N	SAMI13	
SAMYA2	35765	Salix	myricoides	Muhl.			angustata	(Pursh) Dippel			Salicaceae	N	N	SAMYA2	
SAMYC3	35765	Salix	myricoides	Muhl.			cordata	(Muhl.) Dippel			Salicaceae	N	N	SAMYC3	
SAMYR	35765	Salix	myricoides	Muhl.			rigida	(Muhl.) Dippel			Salicaceae	N	N	SAMYR	
SARI2	35765	Salix	rigida	Muhl.							Salicaceae	N	N	SARI2	
SARIA	35765	Salix	rigida	Muhl.			angustata	(Pursh) Fernald			Salicaceae	N	N	SARIA	
SARIV	35765	Salix	rigida	Muhl.			vestita	(Anderss.) Ball			Salicaceae	N	N	SARIV	
SATO4	35765	Salix	torreyana	Barratt							Salicaceae	N	N	SATO4	
SAFR	35770	Salix	fragilis	L.							Salicaceae	Y	Y	SAFR	yes
SAGL3	35718	Salix	x glatfelteri	Schneid. [S. amygdaloides x S. nigra]							Salicaceae	Y	Y	SAGL3	
SAHU2	35785	Salix	humilis	Marsh.							Salicaceae	Y	Y	SAHU2	
SAHUH	91066	Salix	humilis	Marsh.			humilis				Salicaceae	Y	Y	SAHUH	
SAHUA	91066	Salix	humilis	Marsh.			angustifolia	(Barratt) Anderss.			Salicaceae	N	N	SAHUA	
SAHUG	91066	Salix	humilis	Marsh.			grandifolia	(Barratt) Anderss.			Salicaceae	N	N	SAHUG	
SAHUH2	91066	Salix	humilis	Marsh.			hyporhysa	Fernald			Salicaceae	N	N	SAHUH2	
SAHUK	91066	Salix	humilis	Marsh.			keweenawensis	Farw.			Salicaceae	N	N	SAHUK	
SAHUR	91066	Salix	humilis	Marsh.			rigidiuscula	(Anderss.) B.L. Robins. & Fernald			Salicaceae	N	N	SAHUR	
SAHUT	91067	Salix	humilis	Marsh.			tristis	(Aiton) Griggs			Salicaceae	Y	Y	SAHUT	
SAHUM	91067	Salix	humilis	Marsh.			microphylla	(Anderss.) Fernald			Salicaceae	N	N	SAHUM	
SAIN3	35786	Salix	interior	Rowlee							Salicaceae	Y	Y	SAIN3	
SAEXE	35786	Salix	exigua	Nutt.			exterior	(Fernald) C.F. Reed			Salicaceae	N	N	SAEXE	
SAEXI	35786	Salix	exigua	Nutt.	interior	(Rowlee) Cronquist					Salicaceae	N	N	SAEXI	
SAEXP2	35786	Salix	exigua	Nutt.			pedicellata	(Anderss.) Cronquist			Salicaceae	N	N	SAEXP2	
SAFLS2	35786	Salix	fluviatilis	Nutt.			sericans	(Nees) Boivin			Salicaceae	N	N	SAFLS2	
SAINE	35786	Salix	interior	Rowlee			exterior	Fernald			Salicaceae	N	N	SAINE	
SAINP	35786	Salix	interior	Rowlee			pedicellata	(Anderss.) Ball			Salicaceae	N	N	SAINP	
SAINW	35786	Salix	interior	Rowlee			wheeleri	Rowlee			Salicaceae	N	N	SAINW	
SALO9	35786	Salix	longifolia	Muhl. non Lam.							Salicaceae	N	N	SALO9	
SALOI	35786	Salix	longifolia	Muhl.			interior	(Rowlee) M.E. Jones			Salicaceae	N	N	SALOI	
SALOP2	35786	Salix	longifolia	Muhl.			pedicellata	Anderss.			Salicaceae	N	N	SALOP2	
SALOS	35786	Salix	longifolia	Muhl.			sericans	Nees			Salicaceae	N	N	SALOS	
SALOW2	35786	Salix	longifolia	Muhl.			wheeleri	(Rowlee) Schneid.			Salicaceae	N	N	SALOW2	
SARU9	35786	Salix	rubra	Richardson, non Huds.							Salicaceae	N	N	SARU9	
SAWH	35786	Salix	wheeleri	(Rowlee) Rydb.							Salicaceae	N	N	SAWH	
SALU	35799	Salix	lucida	Muhl.							Salicaceae	Y	Y	SALU	
SAMYM	35807	Salix	myricoides	Muhl.			myricoides				Salicaceae	Y	Y	SAMYM	
XAIN2	28111	Xanthoxalis	interior	Small							Oxalidaceae	N	N	XAIN2	
OXIN5	28111	Oxalis	interior	(Small) Fedde							Oxalidaceae	N	N	OXIN5	
OXVI	28115	Oxalis	violacea	L.							Oxalidaceae	Y	Y	OXVI	
IOVI	28115	Ionoxalis	violacea	(L.) Small							Oxalidaceae	N	N	IOVI	
OXVIT	28115	Oxalis	violacea	L.			trichophora	Fassett			Oxalidaceae	N	N	OXVIT	
ARGEM	2715	Argemone		L.							Papaveraceae	Y	Y	ARGEM	
ARAL3	91017	Argemone	albiflora	Hornem.							Papaveraceae	Y	Y	ARAL3	
ARAL9	91017	Argemone	alba	F. Lestiboudois							Papaveraceae	N	N	ARAL9	
ARIN7	91017	Argemone	intermedia	auct. non Sweet							Papaveraceae	N	N	ARIN7	
ARME4	2699	Argemone	mexicana	L.							Papaveraceae	Y	Y	ARME4	
ARLE4	2699	Argemone	leiocarpa	Greene							Papaveraceae	N	N	ARLE4	
VP-18	2699	Argemone	mexicana		mexicana						Papaveraceae	N	N		
CHELI	8982	Chelidonium		L.							Papaveraceae	Y	Y	CHELI	
CHMA2	8981	Chelidonium	majus	L.							Papaveraceae	Y	Y	CHMA2	yes
ESCHS	16053	Eschscholzia		Cham.							Papaveraceae	Y	Y	ESCHS	
ESCA2	16039	Eschscholzia	californica	Cham.							Papaveraceae	Y	Y	ESCA2	
MACLE	24750	Macleaya		R. Br.							Papaveraceae	Y	Y	MACLE	
MACO10	24749	Macleaya	cordata	(Willd.) R. Br.							Papaveraceae	Y	Y	MACO10	
BOCO5	24749	Bocconia	cordata	Willd.							Papaveraceae	N	N	BOCO5	
BOJA2	24749	Bocconia	japonica	Andre							Papaveraceae	N	N	BOJA2	
PAPAV	28501	Papaver		L.							Papaveraceae	Y	Y	PAPAV	
PAOR5	28491	Papaver	orientale	L.							Papaveraceae	Y	Y	PAOR5	
PAPS6	28491	Papaver	pseudoorientale	(Fedde) Medv.							Papaveraceae	N	N	PAPS6	
PARH2	28498	Papaver	rhoeas	L.							Papaveraceae	Y	Y	PARH2	
PASO2	28499	Papaver	somniferum	L.							Papaveraceae	Y	Y	PASO2	
PASOS	28499	Papaver	somniferum	L.			setigerum	auct. non (DC.) Corb.			Papaveraceae	N	N	PASOS	
SANGU	35995	Sanguinaria		L.							Papaveraceae	Y	Y	SANGU	
SACA13	35994	Sanguinaria	canadensis	L.							Papaveraceae	Y	Y	SACA13	
SACAR	35994	Sanguinaria	canadensis	L.			rotundifolia	(Greene) Fedde			Papaveraceae	N	N	SACAR	
VP-292	35994	Sanguinaria	canadensis	L.					colbyorum	Benke	Papaveraceae	N	N		
STYLO3	39166	Stylophorum		Nutt.							Papaveraceae	Y	Y	STYLO3	
STDI3	39165	Stylophorum	diphyllum	(Michx.) Nutt.							Papaveraceae	Y	Y	STDI3	
PROBO	32730	Proboscidea		Schmidel							Pedaliaceae	Y	Y	PROBO	
PRLO	32726	Proboscidea	louisianica	(Mill.) Thellung							Pedaliaceae	Y	Y	PRLO	
MALO6	32726	Martynia	louisiana	Miller							Pedaliaceae	N	N	MALO6	
MALO4	32726	Martynia	louisianica	Mill.							Pedaliaceae	N	N	MALO4	
MAPR7	32726	Martynia	proboscidea	Gloxin							Pedaliaceae	N	N	MAPR7	
PRJU2	32726	Proboscidea	jussieui	of authors							Pedaliaceae	N	N	PRJU2	
PRLO3	32726	Proboscidea	louisiana	(Miller) Wooten & Standl.							Pedaliaceae	N	N	PRLO3	
PRLOL	32725	Proboscidea	louisianica	(Mill.) Thellung	louisianica						Pedaliaceae	Y	Y	PRLOL	
PHYTO	30892	Phytolacca		L.							Phytolaccaceae	Y	Y	PHYTO	
PHAM4	30884	Phytolacca	americana	L.							Phytolaccaceae	Y	Y	PHAM4	
LARIX	21648	Larix		Mill.							Pinaceae	Y	Y	LARIX	
LADE2	21643	Larix	decidua	Mill.							Pinaceae	Y	Y	LADE2	
LALA	21645	Larix	laricina	(Du Roi) K. Koch							Pinaceae	Y	Y	LALA	
LAAL6	21645	Larix	alaskensis	W. Wight							Pinaceae	N	N	LAAL6	
LALAA5	21645	Larix	laricina	(Du Roi) K. Koch			alaskensis	(W. Wight) Raup			Pinaceae	N	N	LALAA5	
PICEA	30904	Picea		A. Dietr.							Pinaceae	Y	Y	PICEA	
PIMA	30900	Picea	mariana	(Mill.) Britton, Sterns & Poggenburg							Pinaceae	Y	Y	PIMA	
PINUS	31091	Pinus		L.							Pinaceae	Y	Y	PINUS	
PIBA2	31025	Pinus	banksiana	Lamb.							Pinaceae	Y	Y	PIBA2	
PIDI4	31025	Pinus	divaricata	(Aiton) Dum.-Cours.							Pinaceae	N	N	PIDI4	
PINI	31065	Pinus	nigra	Arnold							Pinaceae	Y	Y	PINI	
PINIA	31065	Pinus	nigra	Arnold			austriaca	(Hoess) Aschers. & Graebn.			Pinaceae	N	N	PINIA	
PIRE	31077	Pinus	resinosa	Soland.							Pinaceae	Y	Y	PIRE	
PIRI	31078	Pinus	rigida	Mill.							Pinaceae	Y	Y	PIRI	
PIST	31082	Pinus	strobus	L.							Pinaceae	Y	Y	PIST	
STST6	31082	Strobus	strobus	(L.) Small							Pinaceae	N	N	STST6	
PISY	31083	Pinus	sylvestris	L.							Pinaceae	Y	Y	PISY	yes
PIVI2	31089	Pinus	virginiana	Mill.							Pinaceae	Y	Y	PIVI2	
TSUGA	41303	Tsuga		Carr.							Pinaceae	Y	Y	TSUGA	
TSCA	41299	Tsuga	canadensis	(L.) Carr.							Pinaceae	Y	Y	TSCA	
PLANT	31466	Plantago		L.							Plantaginaceae	Y	Y	PLANT	
PLAR6	31455	Plantago	arenaria	Waldst. & Kit.							Plantaginaceae	Y	N	PLAR6	
PLIN2	31455	Plantago	indica	L.							Plantaginaceae	N	N	PLIN2	
PLPS	31455	Plantago	psyllium	L.							Plantaginaceae	N	Y	PLPS	
PLSC6	31455	Plantago	scabra	Moench							Plantaginaceae	N	N	PLSC6	
PLAR3	31420	Plantago	aristata	Michx.							Plantaginaceae	Y	Y	PLAR3	
PLARN	31420	Plantago	aristata	Michx.			nuttallii	(Rapin) Morris			Plantaginaceae	N	N	PLARN	
PLPAA	31420	Plantago	patagonica	Jacq.			aristata	(Michx.) A. Gray			Plantaginaceae	N	N	PLPAA	
PLCO2	31427	Plantago	cordata	Lam.							Plantaginaceae	Y	Y	PLCO2	
PLLA	31440	Plantago	lanceolata	L.							Plantaginaceae	Y	Y	PLLA	
PLAL3	31440	Plantago	altissima	auct. non L.							Plantaginaceae	N	N	PLAL3	
PLLAS	31440	Plantago	lanceolata	L.			sphaerostachya	Mert. & Koch			Plantaginaceae	N	N	PLLAS	
PLMA2	31442	Plantago	major	L.							Plantaginaceae	Y	Y	PLMA2	
PLAS3	31442	Plantago	asiatica	auct. non L.							Plantaginaceae	N	N	PLAS3	
PLHA5	31442	Plantago	halophila	Bickn.							Plantaginaceae	N	N	PLHA5	
PLMAA	31442	Plantago	major	L.			asiatica	auct. non (L.) Dcne.			Plantaginaceae	N	N	PLMAA	
PLMAI	31442	Plantago	major	L.			intermedia	(DC.) Pilger			Plantaginaceae	N	N	PLMAI	
PLMAI2	31442	Plantago	major	L.	intermedia	(DC.) Arcang.					Plantaginaceae	N	N	PLMAI2	
PLMAP	31442	Plantago	major	L.			pachyphylla	Pilger			Plantaginaceae	N	N	PLMAP	
PLMAP2	31442	Plantago	major	L.			pilgeri	Domin			Plantaginaceae	N	N	PLMAP2	
PLMAS	31442	Plantago	major	L.			scopulorum	Fries & Broberg			Plantaginaceae	N	N	PLMAS	
PLME	31446	Plantago	media	L.							Plantaginaceae	Y	Y	PLME	
PLMEM	31446	Plantago	media	L.			monnieri	(Giraud.) Roug.			Plantaginaceae	N	N	PLMEM	
PLPA2	31449	Plantago	patagonica	Jacq.							Plantaginaceae	Y	Y	PLPA2	
PLPAB	31449	Plantago	patagonica	Jacq.			breviscapa	(Shinners) Shinners			Plantaginaceae	N	N	PLPAB	
PLPAG	31449	Plantago	patagonica	Jacq.			gnaphalioides	(Nutt.) A. Gray			Plantaginaceae	N	N	PLPAG	
PLPAO	31449	Plantago	patagonica	Jacq.			oblonga	(Morris) Shinners			Plantaginaceae	N	N	PLPAO	
PLPAS	31449	Plantago	patagonica	Jacq.			spinulosa	(Dcne.) A. Gray			Plantaginaceae	N	N	PLPAS	
PLPI	31449	Plantago	picta	Morris							Plantaginaceae	N	N	PLPI	
PLPU80	31449	Plantago	purshii	Roemer & J.A. Schultes							Plantaginaceae	N	N	PLPU80	
PLPUB	31449	Plantago	purshii	Roemer & J.A. Schultes			breviscapa	Shinners			Plantaginaceae	N	N	PLPUB	
PLPUO	31449	Plantago	purshii	Roemer & J.A. Schultes			oblonga	(Morris) Shinners			Plantaginaceae	N	N	PLPUO	
PLPUP	31449	Plantago	purshii	Roemer & J.A. Schultes			picta	Pilger			Plantaginaceae	N	N	PLPUP	
PLPUS2	31449	Plantago	purshii	Roemer & J.A. Schultes			spinulosa	(Dcne.) Shinners			Plantaginaceae	N	N	PLPUS2	
POCIL	32097	Polygonum	cilinode	Michx.			laevigatum	Fernald			Polygonaceae	N	N	POCIL	
RECI	32097	Reynoutria	cilinodis	(Michx.) Shinners							Polygonaceae	N	N	RECI	
TICI3	32097	Tiniaria	cilinodis	(Michx.) Small							Polygonaceae	N	N	TICI3	
POCO10	32100	Polygonum	convolvulus	L.							Polygonaceae	Y	Y	POCO10	
POCU6	32101	Polygonum	cuspidatum	Sieb. & Zucc.							Polygonaceae	Y	Y	POCU6	yes
FAJA2	32101	Fallopia	japonica	(Houtt.) Dcne.							Polygonaceae	N	N	FAJA2	
PLCU3	32101	Pleuropterus	cuspidatus	(Sieb. & Zucc.) Moldenke							Polygonaceae	N	N	PLCU3	
PLZU	32101	Pleuropterus	zuccarinii	(Small) Small							Polygonaceae	N	N	PLZU	
POCUC2	32101	Polygonum	cuspidatum	Sieb. & Zucc.			compactum	(Hook f.) L.H. Bailey			Polygonaceae	N	N	POCUC2	
POZU	32101	Polygonum	zuccarinii	Small							Polygonaceae	N	N	POZU	
REJA2	32101	Reynoutria	japonica	Houtt.							Polygonaceae	N	N	REJA2	
POER2	32112	Polygonum	erectum	L.							Polygonaceae	Y	Y	POER2	
POAVE	32112	Polygonum	aviculare	L.			erectum	(L.) Roth ex Meisn.			Polygonaceae	N	N	POAVE	
POHY	32120	Polygonum	hydropiper	L.							Polygonaceae	Y	Y	POHY	
PEHY6	32120	Persicaria	hydropiper	(L.) Opiz							Polygonaceae	N	N	PEHY6	
POHYP	32120	Polygonum	hydropiper	L.			projectum	Stanford			Polygonaceae	N	N	POHYP	
POHY2	32119	Polygonum	hydropiperoides	Michx.							Polygonaceae	Y	Y	POHY2	
PEHY7	32119	Persicaria	hydropiperoides	(Michx.) Small							Polygonaceae	N	N	PEHY7	
PEHYB	32119	Persicaria	hydropiperoides	(Michx.) Small			breviciliata	(Fernald) C.F. Reed			Polygonaceae	N	N	PEHYB	
PEHYE	32119	Persicaria	hydropiperoides	(Michx.) Small			euronotora	(Fernald) C.F. Reed			Polygonaceae	N	N	PEHYE	
PEHYO	32119	Persicaria	hydropiperoides	(Michx.) Small			opelousana	(Riddell ex Small) J.S. Wilson			Polygonaceae	N	N	PEHYO	
PEOP3	32119	Persicaria	opelousana	(Riddell ex Small) Small							Polygonaceae	N	N	PEOP3	
PEPA42	32119	Persicaria	paludicola	Small							Polygonaceae	N	N	PEPA42	
PEPE28	32119	Persicaria	persicarioides	(Kunth) Small							Polygonaceae	N	N	PEPE28	
POHYA	32119	Polygonum	hydropiperoides	Michx.			adenocalyx	(Stanford) Gleason			Polygonaceae	N	N	POHYA	
POHYA2	32119	Polygonum	hydropiperoides	Michx.			asperifolium	Stanford			Polygonaceae	N	N	POHYA2	
POHYB	32119	Polygonum	hydropiperoides	Michx.			breviciliatum	Fernald			Polygonaceae	N	N	POHYB	
POHYB2	32119	Polygonum	hydropiperoides	Michx.			bushianum	Stanford			Polygonaceae	N	N	POHYB2	
POHYD	32119	Polygonum	hydropiperoides	Michx.			digitatum	Fernald			Polygonaceae	N	N	POHYD	
POHYE	32119	Polygonum	hydropiperoides	Michx.			euronotorum	Fernald			Polygonaceae	N	N	POHYE	
POHYO	32119	Polygonum	hydropiperoides	Michx.			opelousanum	(Riddell ex Small) Riddell ex W. Stone			Polygonaceae	N	N	POHYO	
POHYP2	32119	Polygonum	hydropiperoides	Michx.			psilostachyum	St. John			Polygonaceae	N	N	POHYP2	
POHYS	32119	Polygonum	hydropiperoides	Michx.			strigosum	(Small) Stanford			Polygonaceae	N	N	POHYS	
VP-118	32119	Polygonum	hydropiperoides	Michx.					strigosum	(Small) Stanford	Polygonaceae	N	N		
POOP2	32119	Polygonum	opelousanum	Riddell ex Small							Polygonaceae	N	N	POOP2	
POOPA	32119	Polygonum	opelousanum	Riddell ex Small			adenocalyx	Stanford			Polygonaceae	N	N	POOPA	
POPE20	32119	Polygonum	persicarioides	Kunth							Polygonaceae	N	N	POPE20	
POLA4	32122	Polygonum	lapathifolium	L.							Polygonaceae	Y	Y	POLA4	
PEIN11	32122	Persicaria	incarnata	(Ell.) Small							Polygonaceae	N	N	PEIN11	
PELA22	32122	Persicaria	lapathifolia	(L.) S.F. Gray							Polygonaceae	N	N	PELA22	
PETO5	32122	Persicaria	tomentosa	(Schrank) Bickn.							Polygonaceae	N	N	PETO5	
POIN19	32122	Polygonum	incarnatum	Ell.							Polygonaceae	N	N	POIN19	
POIN22	32122	Polygonum	incanum	F.W. Schmidt							Polygonaceae	N	N	POIN22	
POLAI	32122	Polygonum	lapathifolium	L.			incanum	(F.W. Schmidt) W.D.J. Koch			Polygonaceae	N	N	POLAI	
POLAN2	32122	Polygonum	lapathifolium	L.			nodosum	(Pers.) Small			Polygonaceae	N	N	POLAN2	
POLAO	32122	Polygonum	lapathifolium	L.			ovatum	A. Braun			Polygonaceae	N	N	POLAO	
POLAP	32122	Polygonum	lapathifolium	L.	pallidum	(With.) Fries					Polygonaceae	N	N	POLAP	
POLAP2	32122	Polygonum	lapathifolium	L.			prostratum	C.F.H. Wimmer			Polygonaceae	N	N	POLAP2	
POLAS	32122	Polygonum	lapathifolium	L.			salicifolium	Sibthorp			Polygonaceae	N	N	POLAS	
PONO5	32122	Polygonum	nodosum	Pers.							Polygonaceae	N	N	PONO5	
POON	32122	Polygonum	oneillii	Brenckle							Polygonaceae	N	N	POON	
POPEO2	32122	Polygonum	pensylvanicum	L.	oneillii	(Brenckle) Hulten					Polygonaceae	N	N	POPEO2	
POSC15	32122	Polygonum	scabrum	Moench							Polygonaceae	N	N	POSC15	
POTO3	32122	Polygonum	tomentosum	Schrank							Polygonaceae	N	N	POTO3	
POOR2	32129	Polygonum	orientale	L.							Polygonaceae	Y	Y	POOR2	
PEOR9	32129	Persicaria	orientalis	(L.) Spach							Polygonaceae	N	N	PEOR9	
POSP10	32129	Polygonum	spaethii	Dammer							Polygonaceae	N	N	POSP10	
POPE2	32134	Polygonum	pensylvanicum	L.							Polygonaceae	Y	Y	POPE2	
PEBI4	32134	Persicaria	bicornis	(Raf.) Nieuwl.							Polygonaceae	N	N	PEBI4	
PELO7	32134	Persicaria	longistyla	(Small) Small							Polygonaceae	N	N	PELO7	
PEMI9	32134	Persicaria	mississippiensis	(Stanford) Small							Polygonaceae	N	N	PEMI9	
PEPE19	32134	Persicaria	pensylvanica	(L.) G. Maza							Polygonaceae	N	N	PEPE19	
PEPED	32134	Persicaria	pensylvanica	(L.) G. Maza			dura	(Stanford) C.F. Reed			Polygonaceae	N	N	PEPED	
POBI11	32134	Polygonum	bicorne	Raf.							Polygonaceae	N	N	POBI11	
POLO13	32134	Polygonum	longistylum	Small							Polygonaceae	N	N	POLO13	
POLOO	32134	Polygonum	longistylum	Small			omissum	(Greene) Stanford			Polygonaceae	N	N	POLOO	
POME6	32134	Polygonum	mexicanum	auct. non Small							Polygonaceae	N	N	POME6	
POMI10	32134	Polygonum	mississippiense	Stanford							Polygonaceae	N	N	POMI10	
POMII	32134	Polygonum	mississippiense	Stanford			interius	Stanford			Polygonaceae	N	N	POMII	
POPED	32134	Polygonum	pensylvanicum	L.			durum	Stanford			Polygonaceae	N	N	POPED	
POPEE	32134	Polygonum	pensylvanicum	L.			eglandulosum	J.C. Myers			Polygonaceae	N	N	POPEE	
POPEG	32134	Polygonum	pensylvanicum	L.			genuinum	Fernald			Polygonaceae	N	N	POPEG	
POPEL2	32134	Polygonum	pensylvanicum	L.			laevigatum	Fernald			Polygonaceae	N	N	POPEL2	
POPER3	32134	Polygonum	pensylvanicum	L.			rosiflorum	J.B.S. Norton			Polygonaceae	N	N	POPER3	
POPE3	32136	Polygonum	persicaria	L.							Polygonaceae	Y	Y	POPE3	
PEMA17	32136	Persicaria	maculata	(Raf.) S.F. Gray							Polygonaceae	N	N	PEMA17	
PEPE18	32136	Persicaria	persicaria	(L.) Small							Polygonaceae	N	N	PEPE18	
PERU8	32136	Persicaria	ruderalis	(Salisb.) C.F. Reed							Polygonaceae	N	N	PERU8	
PERUV	32136	Persicaria	ruderalis	(Salisb.) C.F. Reed			vulgaris	(Webb & Moq.) C.F. Reed			Polygonaceae	N	N	PERUV	
PEVU	32136	Persicaria	vulgaris	Webb & Moq.							Polygonaceae	N	N	PEVU	
PODU3	32136	Polygonum	dubium	Stein							Polygonaceae	N	N	PODU3	
POFU	32136	Polygonum	fusiforme	Greene							Polygonaceae	N	N	POFU	
POMI11	32136	Polygonum	minus	auct. non Huds.							Polygonaceae	N	N	POMI11	
SACOG	35807	Salix	cordata	Muhl.			glaucophylla	Bebb			Salicaceae	N	N	SACOG	
SACOM4	35807	Salix	cordata	Muhl.			myricoides	(Muhl.) Carey			Salicaceae	N	N	SACOM4	
SAGL11	35807	Salix	glaucophylla	(Bebb) Bebb, non Bess. non Andersson							Salicaceae	N	N	SAGL11	
SAGL2	35807	Salix	glaucophylloides	Fernald							Salicaceae	N	N	SAGL2	
SAGLA6	35807	Salix	glaucophylla	(Bebb) Bebb			angustifolia	Bebb in C.F. Wheeler & E.F. Sm.			Salicaceae	N	N	SAGLA6	
SAGLB	35807	Salix	glaucophylla	(Bebb) Bebb			brevifolia	Bebb in C.F. Wheeler & E.F. Sm.			Salicaceae	N	N	SAGLB	
SAGLB2	35807	Salix	glaucophylloides	Fernald			brevifolia	(Bebb) Ball			Salicaceae	N	N	SAGLB2	
SAGLG6	35807	Salix	glaucophylloides	Fernald			glaucophylla	(Bebb) C.K. Schneid.			Salicaceae	N	N	SAGLG6	
SAGLL	35807	Salix	glaucophylla	(Bebb) Bebb			latifolia	Bebb in C.F. Wheeler & E.F. Sm.			Salicaceae	N	N	SAGLL	
SANI	35810	Salix	nigra	Marsh.							Salicaceae	Y	Y	SANI	
SAAM9	35810	Salix	ambigua	Pursh, non Ehrh.							Salicaceae	N	N	SAAM9	
SADE8	35810	Salix	denudata	Raf.							Salicaceae	N	N	SADE8	
SADU2	35810	Salix	dubia	Trautv.							Salicaceae	N	N	SADU2	
