NAME_CD	GROUP_ID	GENUS	SPECIES	AUTHOR	SSP	SSP_AUTHOR	VAR	VAR_AUTHOR	F	F_AUTHOR	FAMILY_NAME	ACCEPTED_IND	ACCEPTED_IND_USDA	NAME_CD_USDA	INVASIVE
CACAC12	7197	Carex	caroliniana	Schwein.			cuspidata	(Dewey) Shinners			Cyperaceae	N	N	CACAC12	
CABU6	7198	Carex	buxbaumii	Wahlenb.							Cyperaceae	Y	Y	CABU6	
VP-114	7198	Carex	buxbaumii	Wahlenb.					heterostachya	Anders.	Cyperaceae	N	N		
CACA11	7202	Carex	canescens	L.							Cyperaceae	Y	Y	CACA11	
CACU9	7202	Carex	curta	Goodenough							Cyperaceae	N	N	CACU9	
CACAD2	7201	Carex	canescens	L.	disjuncta	(Fernald) Toivonen					Cyperaceae	Y	Y	CACAD2	
CACAD	7201	Carex	canescens	L.			disjuncta	Fernald			Cyperaceae	N	N	CACAD	
VP-23	7201	Carex	disjuncta	(Fernald) Bickn.							Cyperaceae	N	N		
CACA14	7207	Carex	careyana	Torr. ex Dewey							Cyperaceae	Y	Y	CACA14	
CACE2	7211	Carex	cephaloidea	(Dewey) Dewey							Cyperaceae	Y	Y	CACE2	
CASPC	7211	Carex	sparganioides	Muhl. ex Willd.			cephaloidea	(Dewey) Carey			Cyperaceae	N	N	CASPC	
CACE	7212	Carex	cephalophora	Muhl. ex Willd.							Cyperaceae	Y	Y	CACE	
CACH5	7216	Carex	chordorrhiza	Ehrh. ex L. f.							Cyperaceae	Y	Y	CACH5	
CACO7	7221	Carex	communis	L.H. Bailey							Cyperaceae	Y	Y	CACO7	
CACO8	7222	Carex	comosa	Boott							Cyperaceae	Y	Y	CACO8	
CACO13	7227	Carex	conjuncta	Boott							Cyperaceae	Y	Y	CACO13	
CACO14	7228	Carex	conoidea	Schkuhr ex Willd.							Cyperaceae	Y	Y	CACO14	
CAKA	7228	Carex	katahdinensis	Fernald							Cyperaceae	N	N	CAKA	
CACO22	90014	Carex	corrugata	Fernald							Cyperaceae	Y	N	CACO22	
VP-14	90014	Carex	rugata	Fernald							Cyperaceae	N	N		
CACR3	7230	Carex	crawei	Dewey							Cyperaceae	Y	Y	CACR3	
CACR4	7231	Carex	crawfordii	Fernald							Cyperaceae	Y	Y	CACR4	
CACRV	7231	Carex	crawfordii	Fernald			vigens	Fernald			Cyperaceae	N	N	CACRV	
CACR6	7236	Carex	crinita	Lam.							Cyperaceae	Y	Y	CACR6	
CACRC2	7234	Carex	crinita	Lam.			crinita				Cyperaceae	Y	Y	CACRC2	
CACRM3	7234	Carex	crinita	Lam.			minor	Boott			Cyperaceae	N	N	CACRM3	
VP-20	7234	Carex	crinita	Lam.			morbida	J. Carey			Cyperaceae	N	N		
VP-86	7234	Carex	leonura	Wahlenb.							Cyperaceae	N	N		
CACR7	7237	Carex	cristatella	Britton							Cyperaceae	Y	Y	CACR7	
CACR8	7238	Carex	crus-corvi	Shuttlw. ex Kunze							Cyperaceae	Y	Y	CACR8	
CABA10	7238	Carex	bayardii	Fernald							Cyperaceae	N	N	CABA10	
CACR9	7239	Carex	cryptolepis	Mackenzie							Cyperaceae	Y	Y	CACR9	
CACU3	7240	Carex	cumulata	(L.H. Bailey) Fernald							Cyperaceae	Y	Y	CACU3	
CADA	7244	Carex	davisii	Schwein. & Torr.							Cyperaceae	Y	Y	CADA	
CADE5	7252	Carex	debilis	Michx.							Cyperaceae	Y	Y	CADE5	
CADED	7246	Carex	debilis	Michx.			debilis				Cyperaceae	Y	Y	CADED	
CADEI	7246	Carex	debilis	Michx.			intercursa	Fernald			Cyperaceae	N	Y	CADEI	
VP-89	7246	Carex	debilis	Michx.			puesa	A. Gray			Cyperaceae	N	N		
CADER	7250	Carex	debilis	Michx.			rudgei	L.H. Bailey			Cyperaceae	Y	Y	CADER	
CADER3	7250	Carex	debilis	Michx.	rudgei	(L.H. Bailey) A.& D. Love					Cyperaceae	N	N	CADER3	
CAAL20	7250	Carex	allegheniensis	Mackenzie							Cyperaceae	N	N	CAAL20	
CADEI	7250	Carex	debilis	Michx.			intercursa	Fernald			Cyperaceae	N	Y	CADEI	
CADEI2	7250	Carex	debilis	Michx.			interjecta	L.H. Bailey			Cyperaceae	N	Y	CADEI2	
CADEP	7250	Carex	debilis	Michx.			pubera	A. Gray			Cyperaceae	N	N	CADEP	
CADEP2	7250	Carex	debilis	Michx.	pubera	(A. Gray) A. & D. Love					Cyperaceae	N	N	CADEP2	
CADES	7250	Carex	debilis	Michx.			strictior	L.H. Bailey			Cyperaceae	N	Y	CADES	
CAFL20	7250	Carex	flexuosa	Muhl. ex Willd.							Cyperaceae	N	N	CAFL20	
VP-178	7250	Carex	tenuis	Rudge							Cyperaceae	N	N		
CADE9	7256	Carex	deweyana	Schwein.							Cyperaceae	Y	Y	CADE9	
CADI4	7257	Carex	diandra	Schrank							Cyperaceae	Y	Y	CADI4	
CADI5	7258	Carex	digitalis	Willd.							Cyperaceae	Y	Y	CADI5	
VP-120	90120	Carex	digitalis	Willd.			digitalis				Cyperaceae	Y	N		
CADI6	7259	Carex	disperma	Dewey							Cyperaceae	Y	Y	CADI6	
CADU6	7266	Carex	duriuscula	C.A. Mey.							Cyperaceae	Y	Y	CADU6	
CAEL2	7266	Carex	eleocharis	L.H. Bailey							Cyperaceae	N	N	CAEL2	
CAST40	7266	Carex	stenophylla	auct. non Wahlenb.							Cyperaceae	N	N	CAST40	
CASTE3	7266	Carex	stenophylla	Wahlenb.	eleocharis	(L.H. Bailey) Hulten					Cyperaceae	N	N	CASTE3	
CASTE5	7266	Carex	stenophylla	Wahlenb.			enervis	Kukenth.			Cyperaceae	N	N	CASTE5	
CAEB2	7268	Carex	eburnea	Boott							Cyperaceae	Y	Y	CAEB2	
CAEC	7271	Carex	echinata	Murr.							Cyperaceae	Y	Y	CAEC	
CAECE	7269	Carex	echinata	Murr.	echinata						Cyperaceae	Y	Y	CAECE	
CAAN23	7269	Carex	angustior	Mackenzie							Cyperaceae	N	N	CAAN23	
CACE5	7269	Carex	cephalantha	(L.H. Bailey) Bickn.							Cyperaceae	N	N	CACE5	
CAJO4	7269	Carex	josselynii	(Fernald) Mackenzie ex Pease							Cyperaceae	N	N	CAJO4	
CALA54	7269	Carex	laricina	Mackenzie ex Bright							Cyperaceae	N	N	CALA54	
CAMUC2	7269	Carex	muricata	L.			cephalantha	(L.H. Bailey) Wieg. & Eames			Cyperaceae	N	N	CAMUC2	
CAEM2	7277	Carex	emoryi	Dewey							Cyperaceae	Y	Y	CAEM2	
CASTE4	7277	Carex	stricta	Lam.			elongata	(Boeckl.) Gleason			Cyperaceae	N	N	CASTE4	
CAFE3	7283	Carex	festucacea	Schkuhr ex Willd.							Cyperaceae	Y	Y	CAFE3	
CAFL4	7292	Carex	flava	L.							Cyperaceae	Y	Y	CAFL4	
CAFLF5	7292	Carex	flava	L.			fertilis	Peck			Cyperaceae	N	N	CAFLF5	
CAFLG3	7292	Carex	flava	L.			gaspensis	Fernald			Cyperaceae	N	N	CAFLG3	
CAFLL2	7292	Carex	flava	L.			laxior	(Kukenth.) Gleason			Cyperaceae	N	N	CAFLL2	
CAFO6	7298	Carex	folliculata	L.							Cyperaceae	Y	Y	CAFO6	
VP-364	20641	Iris	neglecta	Homemann							Iridaceae	N	N		
VP-365	20641	Iris	amoena	DC.							Iridaceae	N	N		
VP-366	20641	Iris	leucographa	Kemer							Iridaceae	N	N		
IRLA	91011	Iris	lacustris	Nutt.							Iridaceae	Y	Y	IRLA	
IRCRL	91011	Iris	cristata	Aiton 	lacustris	(Nutt.) Iltis					Iridaceae	N	N	IRCRL	
IRCRL2	91011	Iris	cristata	Aiton 			lacustris	(Nutt.) Dykes			Iridaceae	N	N	IRCRL2	
IRPS	20662	Iris	pseudacorus	L.							Iridaceae	Y	Y	IRPS	yes
IRPU2	20663	Iris	pumila	L.							Iridaceae	Y	Y	IRPU2	
IRVI	20691	Iris	virginica	L.							Iridaceae	Y	Y	IRVI	
IRVIS	20691	Iris	virginica	L.			shrevei	(Small) E.S. Anderson			Iridaceae	N	Y	IRVIS	
IRSH	20691	Iris	shrevei	Small							Iridaceae	N	N	IRSH	
IRVES2	20691	Iris	versicolor	L.			shrevei	(Small) Boivin			Iridaceae	N	N	IRVES2	
IRVEB	20691	Iris	versicolor	L.			blandescens	Nieuwl.			Iridaceae	N	N	IRVEB	
VP-367	20691	Iris	caroliniana	S. Watson							Iridaceae	N	N		
IRGE3	20691	Iris	georgiana	Britt.							Iridaceae	N	N	IRGE3	
SISYR	37760	Sisyrinchium		L.							Iridaceae	Y	Y	SISYR	
SIAL3	37715	Sisyrinchium	albidum	Raf.							Iridaceae	Y	Y	SIAL3	
SIAS3	37715	Sisyrinchium	asheianum	Bickn.							Iridaceae	N	N	SIAS3	
SIHA4	37715	Sisyrinchium	hastile	Bickn. p.p.							Iridaceae	N	N	SIHA4	
SISC6	37715	Sisyrinchium	scabrellum	Bickn.							Iridaceae	N	N	SISC6	
SIAN3	37716	Sisyrinchium	angustifolium	Mill.							Iridaceae	Y	Y	SIAN3	
SIGR10	37716	Sisyrinchium	graminoides	Bickn.							Iridaceae	N	N	SIGR10	
SIAT	37718	Sisyrinchium	atlanticum	Bickn.							Iridaceae	Y	Y	SIAT	
SIAP2	37718	Sisyrinchium	apiculatum	Bickn.							Iridaceae	N	N	SIAP2	
SIMUA	37718	Sisyrinchium	mucronatum	Michx.			atlanticum	(Bickn.) Ahles			Iridaceae	N	N	SIMUA	
SICA9	37722	Sisyrinchium	campestre	Bickn.							Iridaceae	Y	Y	SICA9	
SICAK	37722	Sisyrinchium	campestre	Bickn.			kansanum	Bickn.			Iridaceae	N	N	SICAK	
SIFL3	37722	Sisyrinchium	flaviflorum	Bickn.							Iridaceae	N	N	SIFL3	
SIKA2	37722	Sisyrinchium	kansanum	(Bickn.) Alexander							Iridaceae	N	N	SIKA2	
SIMO2	37749	Sisyrinchium	montanum	Greene							Iridaceae	Y	Y	SIMO2	
SIST4	91062	Sisyrinchium	strictum	Bickn.							Iridaceae	Y	N	SIST4	
ISOET	20788	Isoetes		L.							Isoetaceae	Y	Y	ISOET	
ISBU	20758	Isoetes	butleri	Engelm.							Isoetaceae	Y	Y	ISBU	
ISME	20772	Isoetes	melanopoda	Gay & Durieu ex Durieu							Isoetaceae	Y	Y	ISME	
CARYA	7803	Carya		Nutt.							Juglandaceae	Y	Y	CARYA	
CACO15	7790	Carya	cordiformis	(Wangenh.) K. Koch							Juglandaceae	Y	Y	CACO15	
CACOL3	7790	Carya	cordiformis	(Wangenh.) K. Koch			latifolia	Sarg.			Juglandaceae	N	N	CACOL3	
HICO5	7790	Hicoria	cordiformis	(Wangenh.) Britton							Juglandaceae	N	N	HICO5	
CAGL8	7799	Carya	glabra	(Mill.) Sweet							Juglandaceae	Y	Y	CAGL8	
CAOV3	7799	Carya	ovalis	(Wangenh.) Sarg.							Juglandaceae	N	Y	CAOV3	
CAGLH	7799	Carya	glabra	(Miller) Sweet			hirsuta	(Ashe) Ashe			Juglandaceae	N	N	CAGLH	
VP-208	7799	Carya	glabra	(Miller) Sweet			megacarpa	Sarg.			Juglandaceae	N	N		
CAGLO	7799	Carya	glabra	(Mill.) Sweet			odorata	(Marsh.) Little			Juglandaceae	N	N	CAGLO	
VP-209	7799	Carya	magnifloridana	Murrill							Juglandaceae	N	N		
CAOVH	7799	Carya	ovalis	(Wangenh.) Sarg.			hirsuta	(Ashe) Sarg.			Juglandaceae	N	N	CAOVH	
CAOVO	7799	Carya	ovalis	(Wangenh.) Sarg.			obcordata	(Muhl. & Willd.) Sarg.			Juglandaceae	N	N	CAOVO	
CAOVO2	7799	Carya	ovalis	(Wangenh.) Sarg.			odorata	(Marsh.) Sarg.			Juglandaceae	N	N	CAOVO2	
CAOVO4	7799	Carya	ovalis	(Wangenh.) Sarg.			obovalis	Sarg.			Juglandaceae	N	N	CAOVO4	
HIOV	7799	Hicoria	ovalis	(Wangenh.) Ashe							Juglandaceae	N	N	HIOV	
VP-207	7799	Juglans	glabra	Miller							Juglandaceae	N	N		
CALA21	7797	Carya	laciniosa	(Michx. f.) G. Don							Juglandaceae	Y	Y	CALA21	
HILA7	7797	Hicoria	laciniosa	(Michx. f.) Sarg.							Juglandaceae	N	N	HILA7	
CAOV2	7800	Carya	ovata	(Mill.) K. Koch							Juglandaceae	Y	Y	CAOV2	
CAAL27	7800	Carya	alba	(L.) K. Koch							Juglandaceae	N	Y	CAAL27	
HIAL7	7800	Hicoria	alba	(L.) Britton							Juglandaceae	N	N	HIAL7	
HIOV2	7800	Hicoria	ovata	(Mill.) Britton							Juglandaceae	N	N	HIOV2	
CATO6	7787	Carya	tomentosa	(Poiret) Nutt.							Juglandaceae	Y	N	CATO6	
CAAL27	7787	Carya	alba	(L.) K. Koch							Juglandaceae	N	Y	CAAL27	
CATOS	7787	Carya	tomentosa	(Lam. ex Poir.) Nutt.			subcoriacea	(Sarg.) Palmer & Steyermark			Juglandaceae	N	N	CATOS	
HIAL7	7787	Hicoria	alba	(L.) Britton							Juglandaceae	N	N	HIAL7	
HITO	7787	Hicoria	tomentosa	(Lam. ex Poir.) Raf.							Juglandaceae	N	N	HITO	
JUAL5	7787	Juglans	alba	L. p.p.							Juglandaceae	N	N	JUAL5	
VP-206	7787	Juglans	tomentosa	Lam. ex Poiret							Juglandaceae	N	N		
JUGLA	21029	Juglans		L.							Juglandaceae	Y	Y	JUGLA	
JUCI	21019	Juglans	cinerea	L.							Juglandaceae	Y	Y	JUCI	
WACI	21019	Wallia	cinerea	(L.) Alef.							Juglandaceae	N	N	WACI	
JUNI	21027	Juglans	nigra	L.							Juglandaceae	Y	Y	JUNI	
WANI	21027	Wallia	nigra	(L.) Alef.							Juglandaceae	N	N	WANI	
JUNCU	21207	Juncus		L.							Juncaceae	Y	Y	JUNCU	
JUAL3	21040	Juncus	x alpiniformis	Fernald [J. alpinoarticulatus x J. articulatus]							Juncaceae	Y	Y	JUAL3	
JUAC	21047	Juncus	acuminatus	Michx.							Juncaceae	Y	Y	JUAC	
JUAL4	21051	Juncus	alpinoarticulatus	Chaix							Juncaceae	Y	Y	JUAL4	
JUAL	21051	Juncus	alpinus	Vill.							Juncaceae	N	N	JUAL	
JUALA2	21051	Juncus	alpinoarticulatus	Chaix	americanus	(Farw.) Hamet-Ahti					Juncaceae	N	N	JUALA2	
JUALF	21051	Juncus	alpinus	Vill.			fuscescens	Fernald			Juncaceae	N	N	JUALF	
JUALF2	21051	Juncus	alpinoarticulatus	Chaix	fuscescens	(Fernald) Hamet-Ahti					Juncaceae	N	N	JUALF2	
JUALN	21051	Juncus	alpinoarticulatus	Chaix	nodulosus	(Wahlenb.) Hamet-Ahti					Juncaceae	N	Y	JUALN	
JUALN2	21051	Juncus	alpinus	Vill.	nodulosus	(Wahlenb.) Lindm.					Juncaceae	N	N	JUALN2	
JUALR	21051	Juncus	alpinus	Vill.			rariflorus	Hartman			Juncaceae	N	N	JUALR	
JUALU	21051	Juncus	alpinus	Vill.			uniceps	Hartman			Juncaceae	N	N	JUALU	
JURI2	21051	Juncus	richardsonianus	J.A. Schultes							Juncaceae	N	N	JURI2	
VP-131	90131	Juncus	anthelatus	(Wieg.) R.E. Brooks							Juncaceae	Y	N		
JUTEA	90131	Juncus	tenuis	Willd.			anthelatus	Wieg.			Juncaceae	N	N	JUTEA	
JUAR4	21056	Juncus	articulatus	L.							Juncaceae	Y	Y	JUAR4	
JUARO	21056	Juncus	articulatus	L.			obtusatus	Engelm.			Juncaceae	N	N	JUARO	
LUHY5	21056	Luzula	hyperborea	R. Br. p.p.							Juncaceae	N	N	LUHY5	
JUBAL	21057	Juncus	balticus	Willd.			littoralis	Engelm.			Juncaceae	Y	Y	JUBAL	
VP-92	21057	Juncus	arcticus	Willd.			balticus	(Willd.) Trautvetter			Juncaceae	N	N		
JUARL	21057	Juncus	arcticus	Willd.	littoralis	(Engelm.) Hulten					Juncaceae	N	N	JUARL	
JUARL2	21057	Juncus	arcticus	Willd.			littoralis	(Engelm.) Boivin			Juncaceae	N	N	JUARL2	
JUBA	21057	Juncus	balticus	Willd.							Juncaceae	N	N	JUBA	
VP-85	21057	Juncus	balticus	Willd.					dissitiflorus	Engelm.	Juncaceae	N	N		
JUBR	21064	Juncus	brachycarpus	Engelm.							Juncaceae	Y	Y	JUBR	
JUBR2	21065	Juncus	brachycephalus	(Engelm.) Buch.							Juncaceae	Y	Y	JUBR2	
JUBU	21073	Juncus	bufonius	L.							Juncaceae	Y	Y	JUBU	
RHGLO	34450	Rhus	glabra	L.			occidentalis	Torr.			Anacardiaceae	N	N	RHGLO	
VP-294	34450	Rhus	valida	Greene							Anacardiaceae	N	N		
RHPU2	34439	Rhus	x pulvinata	Greene (pro sp.) [R. glabra x R. typhina							Anacardiaceae	Y	Y	RHPU2	
RHGLB	34439	Rhus	glabra	L.			borealis	Britton, non Rhus borealis Greene			Anacardiaceae	N	N	RHGLB	
VP-159	34439	Rhus	x borealis	(Britton) Greene							Anacardiaceae	N	N		
RHTY	34451	Rhus	typhina	L.							Anacardiaceae	Y	N	RHTY	
RHHI2	34451	Rhus	hirta	(L.) Sudworth							Anacardiaceae	N	Y	RHHI2	
RHTYL	34451	Rhus	typhina	L.			laciniata	Wood			Anacardiaceae	N	N	RHTYL	
TOXIC	40594	Toxicodendron		Mill.							Anacardiaceae	Y	Y	TOXIC	
TORA2	40589	Toxicodendron	radicans	(L.) Kuntze							Anacardiaceae	Y	Y	TORA2	
RHRA6	40589	Rhus	radicans	L.							Anacardiaceae	N	N	RHRA6	
TORAN	40585	Toxicodendron	radicans	(L.) Kuntze	negundo	(Greene) Gillis					Anacardiaceae	Y	Y	TORAN	
TORAN2	40585	Toxicodendron	radicans	(L.) Kuntze			negundo	(Greene) Reveal			Anacardiaceae	N	N	TORAN2	
TORY	40590	Toxicodendron	rydbergii	(Small ex Rydb.) Greene							Anacardiaceae	Y	Y	TORY	
RHRAR	40590	Rhus	radicans	L.			rydbergii	(Small ex Rydb.) Rehder			Anacardiaceae	N	N	RHRAR	
TORAR2	40590	Toxicodendron	radicans	(L.) Kuntze			rydbergii	(Small ex Rydb.) Erskine			Anacardiaceae	N	N	TORAR2	
VP-44	90044	Toxicodendron	rydbergii (Small ex Rydb.) Greene x T. radicans (L.) Kuntze ssp. negundo (Greene) Gillis								Anacardiaceae	Y	N		
TOVE	40593	Toxicodendron	vernix	(L.) Kuntze							Anacardiaceae	Y	Y	TOVE	
RHVE2	40593	Rhus	vernix	L.							Anacardiaceae	N	N	RHVE2	
ASIMI	3363	Asimina		Adans.							Annonaceae	Y	Y	ASIMI	
ASTR	3362	Asimina	triloba	(L.) Dunal							Annonaceae	Y	Y	ASTR	
AEGOP	674	Aegopodium		L.							Apiaceae	Y	Y	AEGOP	
AEPO	673	Aegopodium	podagraria	L.							Apiaceae	Y	Y	AEPO	yes
AEPOV	673	Aegopodium	podagraria	L.			variegatum	L.H. Bailey			Apiaceae	N	N	AEPOV	
AETHU	726	Aethusa		L.							Apiaceae	Y	Y	AETHU	
AECY2	725	Aethusa	cynapium	L.							Apiaceae	Y	Y	AECY2	
ANETH	1857	Anethum		L.							Apiaceae	Y	Y	ANETH	
ANGR2	1856	Anethum	graveolens	L.							Apiaceae	Y	Y	ANGR2	
ANGEL	1889	Angelica		L.							Apiaceae	Y	Y	ANGEL	
ANAT	1869	Angelica	atropurpurea	L.							Apiaceae	Y	Y	ANAT	
ANATO	1869	Angelica	atropurpurea	L.			occidentalis	Fassett			Apiaceae	N	N	ANATO	
ANTHR	2071	Anthriscus		Pers.							Apiaceae	Y	Y	ANTHR	
ANCA14	2068	Anthriscus	caucalis	Bieb.							Apiaceae	Y	Y	ANCA14	yes
ANNES	2068	Anthriscus	neglecta	Boiss. & Reut.			scandix	(Scop.) Hyl.			Apiaceae	N	N	ANNES	
ANSC8	2068	Anthriscus	scandicina	(Weber ex Wiggers) Mansf.							Apiaceae	N	N	ANSC8	
ANCE	2069	Anthriscus	cerefolium	(L.) Hoffmann							Apiaceae	Y	Y	ANCE	
ANLO5	2069	Anthriscus	longirostris	Bertol.							Apiaceae	N	N	ANLO5	
CECE3	2069	Cerefolium	cerefolium	(L.) Schinz & Thellung							Apiaceae	N	N	CECE3	
SCCE4	2069	Scandix	cerefolium	L.							Apiaceae	N	N	SCCE4	
ANSY	2070	Anthriscus	sylvestris	(L.) Hoffmann							Apiaceae	Y	Y	ANSY	yes
CHSY	2070	Chaerophyllum	sylvestre	L.							Apiaceae	N	N	CHSY	
BERUL	4890	Berula		Bess. ex W.D.J. Koch							Apiaceae	Y	Y	BERUL	
BEER	4889	Berula	erecta	(Huds.) Coville							Apiaceae	Y	Y	BEER	
BEERI2	4889	Berula	erecta	(Huds.) Coville			incisa	(Torr.) Cronquist			Apiaceae	N	N	BEERI2	
BEIN3	4889	Berula	incisa	(Torr.) G.N. Jones							Apiaceae	N	N	BEIN3	
BEPU6	4889	Berula	pusilla	Fernald							Apiaceae	N	N	BEPU6	
SIER2	4889	Siella	erecta	(Huds.) M. Pimen.							Apiaceae	N	N	SIER2	
CARUM	7777	Carum		L.							Apiaceae	Y	Y	CARUM	
CACA19	7776	Carum	carvi	L.							Apiaceae	Y	Y	CACA19	
CAVE20	7776	Carum	velenovskyi	Rohlena							Apiaceae	N	N	CAVE20	
CHAER	8669	Chaerophyllum		L.							Apiaceae	Y	Y	CHAER	
CHPR	8664	Chaerophyllum	procumbens	(L.) Crantz							Apiaceae	Y	Y	CHPR	
CHTAT	8666	Chaerophyllum	tainturieri	Hook.			tainturieri				Apiaceae	Y	Y	CHTAT	
CHFL6	8666	Chaerophyllum	floridanum	(J.M. Coult. & Rose) Bush							Apiaceae	N	N	CHFL6	
CHPRT	8666	Chaerophyllum	procumbens	(L.) Crantz			tainturieri	(Hook.) J.M. Coult. & Rose			Apiaceae	N	N	CHPRT	
CHTAF	8666	Chaerophyllum	tainturieri	Hook.			floridanum	J.M. Coult. & Rose			Apiaceae	N	N	CHTAF	
CHTE7	8666	Chaerophyllum	texanum	J.M. Coult. & Rose							Apiaceae	N	N	CHTE7	
CICUT	9352	Cicuta		L.							Apiaceae	Y	Y	CICUT	
CIBU	9345	Cicuta	bulbifera	L.							Apiaceae	Y	Y	CIBU	
CIMA2	9350	Cicuta	maculata	L.							Apiaceae	Y	Y	CIMA2	
CONIO	10481	Conioselinum		Hoffmann							Apiaceae	Y	Y	CONIO	
COCH2	10477	Conioselinum	chinense	(L.) Britton, Sterns & Poggenburg							Apiaceae	Y	Y	COCH2	
COPU14	10477	Conioselinum	pumilum	Rose							Apiaceae	N	N	COPU14	
CONIU	10483	Conium		L.							Apiaceae	Y	Y	CONIU	
COMA2	10482	Conium	maculatum	L.							Apiaceae	Y	Y	COMA2	yes
CORIA	10740	Coriandrum		L.							Apiaceae	Y	Y	CORIA	
COSA	10739	Coriandrum	sativum	L.							Apiaceae	Y	Y	COSA	
CRYPT5	11535	Cryptotaenia		DC.							Apiaceae	Y	Y	CRYPT5	
CRCA9	11533	Cryptotaenia	canadensis	(L.) DC.							Apiaceae	Y	Y	CRCA9	
DECA12	11533	Deringa	canadensis	(L.) Kuntze							Apiaceae	N	N	DECA12	
DAUCU	12559	Daucus		L.							Apiaceae	Y	Y	DAUCU	
DACA6	12557	Daucus	carota	L.							Apiaceae	Y	Y	DACA6	yes
ERIGE	15028	Erigenia		Nutt.							Apiaceae	Y	Y	ERIGE	
ERBU	15027	Erigenia	bulbosa	(Michx.) Nutt.							Apiaceae	Y	Y	ERBU	
ERYNG	15930	Eryngium		L.							Apiaceae	Y	Y	ERYNG	
ERPL5	15921	Eryngium	planum	L.							Apiaceae	Y	Y	ERPL5	
ERYU	15929	Eryngium	yuccifolium	Michx.							Apiaceae	Y	Y	ERYU	
FOENI	16858	Foeniculum		Mill.							Apiaceae	Y	Y	FOENI	
FOVU	16857	Foeniculum	vulgare	Mill.							Apiaceae	Y	Y	FOVU	
FOFO	16857	Foeniculum	foeniculum	(L.) Karst.							Apiaceae	N	N	FOFO	
HERAC	19107	Heracleum		L.							Apiaceae	Y	Y	HERAC	
HEMA17	19103	Heracleum	mantegazzianum	Sommier & Levier							Apiaceae	Y	Y	HEMA17	
HEMA80	19104	Heracleum	maximum	Bartr.							Apiaceae	Y	Y	HEMA80	
HELA4	19104	Heracleum	lanatum	Michx.							Apiaceae	N	N	HELA4	
HESPL	19104	Heracleum	sphondylium	L.			lanatum	(Michx.) Dorn			Apiaceae	N	N	HESPL	
HESPM	19104	Heracleum	sphondylium	L.	montanum	(Schleich. ex Gaudin) Briq.					Apiaceae	N	N	HESPM	
HYDRO2	19905	Hydrocotyle		L.							Apiaceae	Y	Y	HYDRO2	
HYRA	19899	Hydrocotyle	ranunculoides	L. f.							Apiaceae	Y	Y	HYRA	
HYUM	19901	Hydrocotyle	umbellata	L.							Apiaceae	Y	Y	HYUM	
OENAN	27415	Oenanthe		L.							Apiaceae	Y	Y	OENAN	
OEAQ	27409	Oenanthe	aquatica	(L.) Poir.							Apiaceae	Y	Y	OEAQ	
OESA	27414	Oenanthe	sarmentosa	K. Presl ex DC.							Apiaceae	Y	Y	OESA	
OSMOR	28048	Osmorhiza		Raf.							Apiaceae	Y	Y	OSMOR	
OSCL	28041	Osmorhiza	claytonii	(Michx.) C.B. Clarke							Apiaceae	Y	Y	OSCL	
OSARB	28041	Osmorhiza	aristata	(Thunb.) Makino & Yabe			brevistylis	(DC.) Boivin			Apiaceae	N	N	OSARB	
WACL	28041	Washingtonia	claytonii	(Michx.) Britton							Apiaceae	N	N	WACL	
OSLO	28043	Osmorhiza	longistylis	(Torr.) DC.							Apiaceae	Y	Y	OSLO	
OSARL	28043	Osmorhiza	aristata	(Thunb.) Makino & Yabe			longistylis	(Torr.) Boivin			Apiaceae	N	N	OSARL	
OSLOB	28043	Osmorhiza	longistylis	(Torr.) DC.			brachycoma	Blake			Apiaceae	N	N	OSLOB	
BERE	24838	Berberis	repens	Lindl.							Berberidaceae	Y	N	BERE	yes
MARE11	24838	Mahonia	repens	(Lindl.) G. Don							Berberidaceae	N	Y	MARE11	
BEAQR	24838	Berberis	aquifolium	Pursh			repens	(Lindl.) Scoggan			Berberidaceae	N	N	BEAQR	
BESO	24838	Berberis	sonnei	(Abrams) McMinn							Berberidaceae	N	N	BESO	
MASO5	24838	Mahonia	sonnei	Abrams							Berberidaceae	N	N	MASO5	
ODRE	24838	Odostemon	repens	(Lindl.) Cockerell							Berberidaceae	N	N	ODRE	
BETH	4860	Berberis	thunbergii	DC.							Berberidaceae	Y	Y	BETH	yes
BETHA	4860	Berberis	thunbergii	DC.			atropurpurea	Chenault			Berberidaceae	N	N	BETHA	
